# {"t_start": 1564156370.274676, "env_id": null} 
r,l,t
10.0,1,24309.1176
10.0,1,24309.149076
10.0,1,24309.179635
10.0,1,24309.214939
10.0,1,24309.249621
10.0,1,24309.280973
10.0,1,24309.315932
10.0,1,24309.347199
10.0,1,24309.379089
10.0,1,24309.413922
10.0,1,24309.447003
10.0,1,24309.478842
10.0,1,24309.509967
10.0,1,24309.544135
10.0,1,24309.577995
10.0,1,24309.611696
10.0,1,24309.641477
10.0,1,24309.671945
10.0,1,24309.702999
10.0,1,24309.736662
10.0,1,24309.766595
10.0,1,24309.798498
10.0,1,24309.828508
10.0,1,24309.861845
10.0,1,24309.896704
10.0,1,24309.928731
10.0,1,24309.960628
10.0,1,24309.992585
10.0,1,24310.02536
10.0,1,24310.059072
10.0,1,24310.090784
10.0,1,24310.123539
10.0,1,24310.153513
10.0,1,24310.188375
10.0,1,24310.221278
10.0,1,24310.25221
10.0,1,24310.284058
10.0,1,24310.316501
10.0,1,24310.348459
10.0,1,24310.383315
10.0,1,24310.416042
10.0,1,24310.447367
10.0,1,24310.480101
10.0,1,24310.512656
10.0,1,24310.547022
10.0,1,24310.58044
10.0,1,24310.613494
10.0,1,24310.646221
10.0,1,24310.678679
10.0,1,24310.714061
10.0,1,24310.746316
10.0,1,24310.778642
10.0,1,24310.809816
10.0,1,24310.840538
10.0,1,24310.874574
10.0,1,24310.905786
10.0,1,24310.939214
10.0,1,24310.973163
10.0,1,24311.003755
10.0,1,24311.039936
10.0,1,24311.074524
10.0,1,24311.108273
10.0,1,24311.137504
10.0,1,24311.169024
10.0,1,24311.202681
10.0,1,24311.234942
10.0,1,24311.267167
10.0,1,24311.298674
10.0,1,24311.332584
10.0,1,24311.365493
10.0,1,24311.399091
10.0,1,24311.431496
10.0,1,24311.461858
10.0,1,24311.49488
10.0,1,24311.529064
10.0,1,24311.561284
10.0,1,24311.593129
10.0,1,24311.625349
10.0,1,24311.656987
10.0,1,24311.691274
10.0,1,24311.724688
10.0,1,24311.758527
10.0,1,24311.789596
10.0,1,24311.82219
10.0,1,24311.860268
10.0,1,24311.893461
6.019839,6004,24434.07059
16.97518,10295,24640.314269
10.0,1,24640.348819
9.683177,1,24640.383067
10.0,1,24640.417218
10.0,1,24640.451433
10.0,1,24640.48767
10.0,1,24640.521947
-1.695485,10426,24850.046338
10.0,1,24850.081254
10.0,1,24850.117384
9.983895,1,24850.152474
10.0,1,24850.187522
10.0,1,24850.222194
10.0,1,24850.255616
10.0,1,24850.288684
10.0,1,24850.326631
10.0,1,24850.35862
10.0,1,24850.391598
10.0,1,24850.427145
10.0,1,24850.459216
10.0,1,24850.495243
10.0,1,24850.531162
10.0,1,24850.563743
10.0,1,24850.599483
10.0,1,24850.633336
10.0,1,24850.669775
10.0,1,24850.706428
10.0,1,24850.740265
10.0,1,24850.769861
10.0,1,24850.800824
10.0,1,24850.839331
10.0,1,24850.871283
10.0,1,24850.90344
10.0,1,24850.934311
10.0,1,24850.968589
10.0,1,24851.002429
10.0,1,24851.03621
10.0,1,24851.070147
10.0,1,24851.103175
10.0,1,24851.132862
10.0,1,24851.165939
10.0,1,24851.199962
10.0,1,24851.230726
10.0,1,24851.2628
10.0,1,24851.297908
10.0,1,24851.334785
10.0,1,24851.367891
10.0,1,24851.399643
11.241915,11010,25072.4277
10.396024,1,25072.46145
10.0,1,25072.493277
18.219247,2278,25118.579184
9.97404,1,25118.612062
27.763428,51138,26150.038261
9.677275,1,26150.071183
