# {"t_start": 1564156370.274676, "env_id": null} 
r,l,t
9.860743,1,1765.999859
8.556168,17898,2129.410284
13.728994,3317,2198.112861
9.585213,1,2198.146585
-12.802168,13682,2475.335406
9.793801,1,2475.373321
10.078549,542,2486.507894
6.009526,4844,2585.322856
10.0,1,2585.358646
16.261631,1620,2619.766158
10.0,1,2619.801353
10.0,1,2619.834015
10.0,1,2619.867068
9.97079,1,2619.900598
-1.527243,30681,3242.541704
10.0,1,3242.580411
9.785528,1,3242.614551
10.975275,5564,3356.565423
10.0,1,3356.60096
10.0,1,3356.636879
10.0,1,3356.675005
10.0,1,3356.710243
10.0,1,3356.748343
10.0,1,3356.78275
10.0,1,3356.820672
10.0,1,3356.855646
10.0,1,3356.88829
10.0,1,3356.928123
10.0,1,3356.967138
10.0,1,3357.003329
10.0,1,3357.037303
10.0,1,3357.070934
10.0,1,3357.108668
10.0,1,3357.143043
10.0,1,3357.176496
10.0,1,3357.213667
10.0,1,3357.252715
10.0,1,3357.293273
10.0,1,3357.328518
10.0,1,3357.365739
10.0,1,3357.400905
10.0,1,3357.436051
10.0,1,3357.473711
10.0,1,3357.508222
10.0,1,3357.542125
10.0,1,3357.574644
10.0,1,3357.615396
10.0,1,3357.652529
10.0,1,3357.685153
10.0,1,3357.722031
10.0,1,3357.754899
10.0,1,3357.791088
10.0,1,3357.825618
10.0,1,3357.861979
10.0,1,3357.896693
10.0,1,3357.929551
10.0,1,3357.960794
10.0,1,3358.000594
10.0,1,3358.035373
10.0,1,3358.069832
10.0,1,3358.103225
10.0,1,3358.136136
10.0,1,3358.172603
10.0,1,3358.207605
10.0,1,3358.240234
10.0,1,3358.277241
10.0,1,3358.311056
10.0,1,3358.346486
10.0,1,3358.385711
10.0,1,3358.420275
10.0,1,3358.45312
10.0,1,3358.489542
10.088024,1,3358.52275
14.38405,17809,3719.567071
10.0,1,3719.602911
10.0,1,3719.636423
10.0,1,3719.669694
10.0,1,3719.69629
10.0,1,3719.724412
10.0,1,3719.753313
10.128026,1,3719.786519
10.0,1,3719.816929
10.0,1,3719.8498
10.0,1,3719.882696
11.718035,11454,3949.159421
10.159876,1,3949.192955
10.0,1,3949.225937
10.0,1,3949.256659
29.700483,13609,4222.439729
7.204023,16243,4547.645257
10.0,1,4547.677657
10.188761,1,4547.712498
10.0,1,4547.747118
7.532998,8135,4713.404796
10.0,1,4713.438142
9.974472,1,4713.470435
6.925452,12323,4960.768284
10.0,1,4960.802656
-1.503133,6536,5090.809567
10.208955,1,5090.842517
40.804221,18159,5459.609126
14.287257,9817,5658.03538
12.44922,5527,5771.58479
10.165835,1,5771.616959
0.782041,4331,5860.981654
10.0,1,5861.016778
10.0,1,5861.049665
10.119693,1,5861.077419
29.362517,5102,5965.309125
8.65661,21842,6403.928683
10.0,1,6403.962292
9.767613,1,6403.995386
19.785684,13280,6671.615938
9.948486,1,6671.649625
10.0,1,6671.687868
10.0,1,6671.721253
9.74807,2682,6725.560082
10.333007,1,6725.598907
10.0,1,6725.639098
7.156312,3935,6805.207125
9.646553,4105,6886.931319
9.906635,59,6888.069883
10.0,1,6888.106115
10.0,1,6888.139189
7.585508,5549,6999.366157
10.236956,1,6999.399286
10.0,1,6999.43253
9.673,753,7014.322605
14.869526,12134,7258.751995
10.0,1,7258.787432
9.8638,1,7258.819768
10.0,1,7258.85212
8.955362,1416,7286.987688
10.075414,1,7287.019802
-0.259813,6466,7418.970541
10.0,1,7419.001241
10.0,1,7419.038484
10.0,1,7419.074388
2.869432,5146,7522.954174
10.0,1,7522.989766
10.0,1,7523.020993
10.0,1,7523.050616
10.0,1,7523.085226
10.0,1,7523.117507
10.0,1,7523.150789
10.0,1,7523.185831
10.0,1,7523.217052
10.0,1,7523.248954
10.0,1,7523.2803
10.0,1,7523.313154
10.0,1,7523.346237
10.0,1,7523.378675
10.0,1,7523.411865
10.0,1,7523.444599
10.0,1,7523.479291
10.0,1,7523.51385
10.0,1,7523.547799
10.0,1,7523.580148
10.0,1,7523.611496
10.0,1,7523.645419
10.0,1,7523.677537
10.0,1,7523.709383
10.0,1,7523.740884
10.0,1,7523.772654
10.0,1,7523.806049
10.0,1,7523.838027
10.0,1,7523.869757
10.007353,10633,7738.851822
3.844715,4916,7838.338034
9.828477,8172,8002.485225
10.0,1,8002.518476
10.0,1,8002.553419
10.0,1,8002.585924
9.802594,1,8002.619137
10.0,1,8002.651513
10.0,1,8002.685852
10.0,1,8002.719695
10.0,1,8002.75713
10.0,1,8002.79199
10.0,1,8002.825489
10.0,1,8002.860095
10.0,1,8002.894051
10.0,1,8002.926907
10.0,1,8002.95715
10.0,1,8002.987489
10.0,1,8003.017088
10.0,1,8003.048899
10.0,1,8003.079236
10.0,1,8003.110676
10.0,1,8003.141481
10.0,1,8003.171781
10.0,1,8003.203697
10.0,1,8003.235862
10.0,1,8003.266876
10.0,1,8003.297194
10.0,1,8003.327265
10.0,1,8003.359821
10.0,1,8003.391198
10.0,1,8003.423095
10.0,1,8003.455515
10.0,1,8003.487924
10.0,1,8003.522795
10.0,1,8003.554929
10.0,1,8003.586928
10.0,1,8003.618055
10.0,1,8003.649669
10.0,1,8003.681303
10.0,1,8003.710891
10.0,1,8003.744237
10.0,1,8003.77826
10.0,1,8003.809736
10.0,1,8003.843833
10.0,1,8003.876213
10.0,1,8003.909598
10.0,1,8003.941351
10.0,1,8003.975393
10.0,1,8004.011156
10.0,1,8004.044789
10.0,1,8004.079884
10.0,1,8004.112755
10.0,1,8004.144697
10.0,1,8004.177479
10.0,1,8004.209689
10.0,1,8004.243631
10.0,1,8004.274306
10.0,1,8004.306093
10.0,1,8004.337731
10.0,1,8004.372322
10.0,1,8004.401818
10.0,1,8004.432762
10.0,1,8004.463792
10.0,1,8004.496476
10.0,1,8004.527659
10.0,1,8004.559365
10.0,1,8004.589388
10.0,1,8004.620991
10.0,1,8004.654058
10.0,1,8004.68568
-3.828298,4351,8090.84389
10.0,1,8090.87725
10.0,1,8090.910471
10.0,1,8090.945451
10.0,1,8090.978492
9.9921,1,8091.012449
10.0,1,8091.04556
10.0,1,8091.079199
-16.638248,21950,8535.148619
10.0,1,8535.187911
10.101988,1,8535.220301
10.0,1,8535.251562
6.061986,11575,8767.030379
-1.7263,6728,8904.017118
10.0,1,8904.051942
10.0,1,8904.083961
-2.078902,6519,9034.348759
10.0,1,9034.380137
10.0,1,9034.41483
10.0,1,9034.448797
10.0,1,9034.48218
10.0,1,9034.517469
4.429306,11536,9266.391097
16.066312,3581,9338.431762
-0.940329,23084,9797.557588
10.0,1,9797.591054
11.545889,24721,10298.709121
10.225909,197,10302.893742
9.704429,1,10302.928179
25.317658,8480,10474.296823
21.325358,14473,10766.359498
10.0,1,10766.392696
10.0,1,10766.429737
10.19992,284,10772.090811
10.0,1,10772.121767
9.764032,1,10772.159371
10.0,1,10772.19406
10.0,1,10772.229646
10.0,1,10772.260281
10.0,1,10772.293883
10.0,1,10772.325123
10.0,1,10772.357478
10.0,1,10772.394746
10.0,1,10772.428784
10.0,1,10772.463089
10.0,1,10772.50017
10.0,1,10772.534183
10.0,1,10772.570689
10.0,1,10772.607613
10.0,1,10772.639561
10.0,1,10772.673012
10.0,1,10772.706011
10.0,1,10772.741366
10.0,1,10772.774489
10.0,1,10772.806688
10.0,1,10772.839819
10.0,1,10772.874558
10.0,1,10772.910578
10.0,1,10772.943755
10.0,1,10772.978364
10.0,1,10773.012027
10.0,1,10773.046251
10.0,1,10773.082024
9.966172,1,10773.115843
10.0,1,10773.148608
10.0,1,10773.181376
10.0,1,10773.213918
10.0,1,10773.247278
10.0,1,10773.279999
10.352894,965,10792.84826
10.0,1,10792.882495
8.943396,3324,10860.720505
10.0,1,10860.753946
10.0,1,10860.778837
10.0,1,10860.808511
14.617865,13564,11134.083178
6.687932,12507,11388.678583
10.0,1,11388.711558
10.0,1,11388.746911
10.0,1,11388.784182
-0.186741,18896,11770.000972
10.280344,1,11770.034694
10.0,1,11770.066067
10.0,1,11770.097274
10.0,1,11770.130394
10.0,1,11770.158907
10.0,1,11770.193823
10.0,1,11770.226936
10.0,1,11770.258947
10.0,1,11770.291194
10.0,1,11770.322692
10.0,1,11770.355809
10.0,1,11770.388503
10.0,1,11770.420245
10.0,1,11770.45107
10.0,1,11770.484763
10.0,1,11770.519561
10.0,1,11770.552084
10.0,1,11770.584425
10.0,1,11770.616957
10.0,1,11770.648387
10.0,1,11770.68465
10.0,1,11770.716302
10.0,1,11770.746548
10.0,1,11770.78074
10.0,1,11770.810822
10.0,1,11770.843775
10.0,1,11770.875508
10.0,1,11770.907277
10.0,1,11770.937608
10.0,1,11770.96965
10.0,1,11771.001671
10.0,1,11771.034973
10.0,1,11771.066364
10.0,1,11771.09728
10.0,1,11771.129128
10.0,1,11771.163547
10.0,1,11771.196014
10.0,1,11771.227252
10.0,1,11771.25905
10.0,1,11771.291699
10.0,1,11771.325363
10.0,1,11771.357033
10.0,1,11771.389273
10.0,1,11771.420937
10.0,1,11771.452688
10.0,1,11771.485723
10.0,1,11771.517205
-7.075148,6712,11907.335841
10.0,1,11907.369359
-0.147148,14672,12202.384896
15.301866,9839,12400.54956
6.602777,3316,12467.59816
10.0,1,12467.631278
10.0,1,12467.660284
10.0,1,12467.693486
10.0,1,12467.726252
10.0,1,12467.75816
10.0,1,12467.79062
10.0,1,12467.82198
10.0,1,12467.854862
10.0,1,12467.887985
10.0,1,12467.920369
10.0,1,12467.951799
10.0,1,12467.987038
10.0,1,12468.01749
10.0,1,12468.056894
10.0,1,12468.091573
10.0,1,12468.124249
10.0,1,12468.156536
10.0,1,12468.188765
10.0,1,12468.220845
10.0,1,12468.252534
10.0,1,12468.284559
10.0,1,12468.316081
10.0,1,12468.347928
10.0,1,12468.381538
10.0,1,12468.413857
10.0,1,12468.445948
10.0,1,12468.477744
10.0,1,12468.51001
10.0,1,12468.543352
10.0,1,12468.575375
10.0,1,12468.607174
10.0,1,12468.639283
10.0,1,12468.671355
10.0,1,12468.704915
10.0,1,12468.73709
10.0,1,12468.768677
10.0,1,12468.800486
10.0,1,12468.832173
10.0,1,12468.866105
10.0,1,12468.897588
10.0,1,12468.929629
10.0,1,12468.961115
10.0,1,12468.992828
10.0,1,12469.026536
10.0,1,12469.058551
10.0,1,12469.092411
3.704992,8522,12641.322031
10.265291,24,12641.82185
10.0,1,12641.851179
9.76222,1,12641.886776
10.0,1,12641.919089
10.387258,689,12655.711777
10.574574,5113,12756.454064
10.0,1,12756.488441
10.0,1,12756.526174
10.0,1,12756.55922
10.0,1,12756.595514
10.0,1,12756.629156
10.0,1,12756.666087
10.0,1,12756.701236
10.0,1,12756.735015
10.0,1,12756.767881
10.078746,707,12771.534065
10.0,1,12771.571999
10.0,1,12771.607452
2.515192,12525,13026.375436
40.148834,20031,13431.358596
7.818906,13147,13694.981002
10.0,1,13695.017435
10.0,1,13695.050674
10.0,1,13695.084316
10.0,1,13695.117734
10.0,1,13695.151444
10.0,1,13695.186968
10.0,1,13695.2199
10.0,1,13695.252717
10.0,1,13695.287613
10.0,1,13695.322677
10.0,1,13695.356417
10.0,1,13695.390546
10.0,1,13695.424246
10.0,1,13695.458201
10.0,1,13695.491259
10.0,1,13695.524929
10.0,1,13695.560708
10.0,1,13695.593771
10.0,1,13695.626871
10.0,1,13695.659747
10.0,1,13695.692971
10.0,1,13695.727417
10.0,1,13695.756853
10.0,1,13695.790412
10.0,1,13695.822095
10.0,1,13695.855738
10.0,1,13695.888195
10.0,1,13695.920054
10.0,1,13695.951028
10.0,1,13695.982568
10.0,1,13696.019603
10.0,1,13696.051068
10.0,1,13696.082492
10.0,1,13696.114934
10.0,1,13696.144652
10.0,1,13696.178682
10.0,1,13696.208364
10.0,1,13696.239209
10.0,1,13696.270565
10.0,1,13696.304608
10.0,1,13696.338691
10.0,1,13696.370542
10.0,1,13696.402392
10.0,1,13696.434377
10.0,1,13696.466067
10.0,1,13696.499866
10.0,1,13696.531931
10.0,1,13696.564488
10.0,1,13696.59696
10.0,1,13696.628957
10.0,1,13696.66328
10.0,1,13696.69609
10.0,1,13696.728067
10.0,1,13696.760159
10.0,1,13696.792129
10.0,1,13696.826019
10.0,1,13696.857915
10.0,1,13696.889954
10.0,1,13696.922138
10.0,1,13696.954511
10.0,1,13696.989238
10.0,1,13697.021073
10.0,1,13697.052825
10.0,1,13697.085018
10.0,1,13697.116188
10.0,1,13697.151353
10.0,1,13697.183106
10.0,1,13697.214026
10.0,1,13697.246619
6.151323,5133,13799.958386
10.0,1,13799.992329
10.0,1,13800.026957
10.0,1,13800.061266
10.0,1,13800.099255
10.162713,1,13800.130165
12.310293,12877,14057.907835
9.630836,1,14057.940485
14.175043,26599,14594.238992
10.0,1,14594.273019
10.0,1,14594.308084
10.0,1,14594.341253
10.0,1,14594.374232
11.089874,2615,14646.034125
10.0,1,14646.067659
10.0,1,14646.098813
10.0,1,14646.133593
10.0,1,14646.166141
10.0,1,14646.199056
10.0,1,14646.232805
10.0,1,14646.264555
10.0,1,14646.299031
10.0,1,14646.329914
10.0,1,14646.361563
10.0,1,14646.392854
10.0,1,14646.428815
10.0,1,14646.460823
10.0,1,14646.495069
10.0,1,14646.525784
10.0,1,14646.55835
10.0,1,14646.588124
10.0,1,14646.621595
10.0,1,14646.652477
10.0,1,14646.683284
10.0,1,14646.711881
10.0,1,14646.743033
10.0,1,14646.77519
10.0,1,14646.807026
10.0,1,14646.837952
10.0,1,14646.869018
10.0,1,14646.902895
10.0,1,14646.939618
10.0,1,14646.971797
8.52943,2997,14708.353763
10.0,1,14708.380788
10.050681,1,14708.411447
10.0,1,14708.444236
8.302659,1810,14744.529746
10.0,1,14744.560678
9.81772,1,14744.593594
16.189675,4671,14840.357188
10.116684,1,14840.395398
10.0,1,14840.432972
13.287205,594,14852.373725
10.0,1,14852.402557
10.0,1,14852.435495
10.0,1,14852.468351
10.0,1,14852.501387
10.0,1,14852.535643
10.0,1,14852.567966
10.0,1,14852.599489
10.0,1,14852.632743
9.904734,1,14852.66487
12.289607,12906,15114.679173
10.0,1,15114.712734
0.117094,7914,15274.381841
10.047495,1,15274.416845
10.0,1,15274.450029
10.0,1,15274.48315
10.0,1,15274.516119
10.0,1,15274.551314
10.0,1,15274.584523
10.0,1,15274.617559
10.0,1,15274.650178
10.0,1,15274.683025
10.0,1,15274.716282
10.0,1,15274.747631
10.0,1,15274.779031
10.0,1,15274.809934
10.0,1,15274.844644
10.0,1,15274.879773
12.894298,2895,15332.823315
9.830048,1,15332.857844
3.488495,3670,15409.969828
5.115566,2441,15459.001885
5.109775,16943,15799.217927
19.47472,13464,16073.103124
10.175415,1,16073.138435
10.0,1,16073.171428
10.0,1,16073.204202
11.416821,7256,16220.679986
18.982792,8959,16400.955255
10.170716,1,16400.988806
10.0,1,16401.022509
10.0,1,16401.058164
10.0,1,16401.091625
10.0,1,16401.125177
10.0,1,16401.158795
-49.327073,31336,17036.088466
9.655403,1,17036.125617
10.0,1,17036.157421
5.828678,6469,17166.402104
10.0,1,17166.437086
10.0,1,17166.472742
10.0,1,17166.505368
9.997551,638,17179.512181
10.0,1,17179.545016
10.0,1,17179.577741
10.0,1,17179.612312
10.0,1,17179.647039
10.0,1,17179.680748
10.0,1,17179.71298
10.0,1,17179.747332
10.0,1,17179.778338
10.0,1,17179.811626
10.0,1,17179.843674
9.915043,111,17182.007813
10.0,1,17182.039289
10.0,1,17182.069193
10.0,1,17182.104079
10.0,1,17182.13712
10.0,1,17182.16864
10.0,1,17182.20205
10.0,1,17182.233775
10.0,1,17182.26878
10.0,1,17182.300767
10.0,1,17182.330961
10.0,1,17182.363698
10.0,1,17182.39549
10.0,1,17182.429533
10.0,1,17182.461989
10.0,1,17182.495887
10.0,1,17182.527269
10.0,1,17182.559656
10.0,1,17182.593578
10.0,1,17182.624009
10.0,1,17182.655734
10.0,1,17182.687693
10.0,1,17182.718052
10.0,1,17182.751506
10.0,1,17182.78395
10.0,1,17182.816118
10.0,1,17182.846849
10.0,1,17182.879966
10.0,1,17182.913011
10.0,1,17182.943728
10.0,1,17182.974246
10.0,1,17183.005157
10.764983,4104,17264.066685
4.30371,18392,17636.160531
10.467877,1,17636.197682
10.207717,12196,17886.495062
9.80167,1,17886.52809
10.0,1,17886.560737
10.0,1,17886.594387
10.727353,1304,17912.601689
9.907274,1,17912.635968
10.0,1,17912.670705
10.0,1,17912.707808
10.0,1,17912.741417
10.0,1,17912.7745
10.0,1,17912.811229
10.0,1,17912.847041
10.0,1,17912.879951
10.0,1,17912.913177
10.0,1,17912.946166
10.0,1,17912.979336
10.0,1,17913.013555
10.0,1,17913.046602
10.0,1,17913.078711
10.0,1,17913.110098
10.0,1,17913.143069
10.0,1,17913.177167
10.0,1,17913.211009
10.0,1,17913.245786
10.0,1,17913.278798
10.0,1,17913.312014
10.0,1,17913.350415
31.23399,34899,18618.668753
10.0,1,18618.704272
18.306124,4821,18713.824715
-2.937826,38301,19480.105477
9.928777,1,19480.139586
13.59694,12297,19726.271555
9.989916,1,19726.304316
2.658315,10584,19942.359827
10.143168,16,19942.683247
10.020421,1,19942.715741
10.0,1,19942.746579
10.0,1,19942.777508
10.0,1,19942.812155
10.0,1,19942.845343
10.0,1,19942.876484
10.0,1,19942.90798
10.0,1,19942.939282
10.0,1,19942.972217
10.0,1,19943.004885
10.0,1,19943.037705
10.0,1,19943.07043
10.0,1,19943.103357
10.0,1,19943.138611
10.0,1,19943.171696
10.0,1,19943.20397
10.0,1,19943.236955
10.0,1,19943.26904
9.847294,1,19943.302697
10.0,1,19943.33447
10.0,1,19943.366626
10.0,1,19943.398439
10.0,1,19943.430478
10.0,1,19943.464268
10.0,1,19943.495982
10.0,1,19943.527446
10.0,1,19943.559674
10.0,1,19943.591905
10.0,1,19943.626153
10.0,1,19943.658249
10.0,1,19943.690326
10.0,1,19943.721856
10.0,1,19943.753835
10.0,1,19943.787099
10.0,1,19943.818971
10.0,1,19943.850829
10.0,1,19943.882629
10.0,1,19943.914806
10.0,1,19943.94833
10.0,1,19943.980055
10.0,1,19944.012325
10.0,1,19944.044286
10.0,1,19944.076246
10.0,1,19944.110007
10.0,1,19944.14172
10.0,1,19944.173518
10.0,1,19944.205013
10.0,1,19944.236574
10.0,1,19944.269846
10.0,1,19944.300792
10.0,1,19944.332274
10.0,1,19944.360661
10.0,1,19944.395154
10.0,1,19944.426941
10.0,1,19944.458429
10.0,1,19944.489147
10.0,1,19944.521595
10.0,1,19944.55638
10.0,1,19944.588906
10.0,1,19944.620578
10.0,1,19944.652742
10.0,1,19944.685713
10.0,1,19944.717681
10.0,1,19944.751876
10.0,1,19944.783057
10.0,1,19944.813382
10.0,1,19944.844725
10.0,1,19944.875176
10.0,1,19944.906585
10.0,1,19944.935499
10.0,1,19944.967188
10.0,1,19944.999011
10.0,1,19945.030647
10.0,1,19945.065187
10.0,1,19945.097251
10.0,1,19945.128919
10.0,1,19945.161027
10.0,1,19945.193772
10.0,1,19945.228535
10.0,1,19945.261107
10.0,1,19945.293648
10.0,1,19945.325679
10.0,1,19945.356943
10.0,1,19945.390681
10.0,1,19945.420412
10.0,1,19945.450662
10.0,1,19945.482072
10.0,1,19945.514769
10.0,1,19945.549432
10.0,1,19945.581549
10.0,1,19945.616529
10.0,1,19945.650228
10.0,1,19945.683137
10.0,1,19945.717248
10.0,1,19945.751821
10.0,1,19945.782011
10.0,1,19945.811426
10.0,1,19945.840973
10.330098,1,19945.872744
10.0,1,19945.904995
10.0,1,19945.93688
10.0,1,19945.968248
10.0,1,19945.999748
10.0,1,19946.03338
10.0,1,19946.063187
10.0,1,19946.095184
10.0,1,19946.126554
10.0,1,19946.158362
10.0,1,19946.192768
10.0,1,19946.222722
10.0,1,19946.254218
10.0,1,19946.285742
10.0,1,19946.317843
10.0,1,19946.352239
10.0,1,19946.38523
10.0,1,19946.417768
10.0,1,19946.449668
10.0,1,19946.48188
10.0,1,19946.516521
10.0,1,19946.547128
10.0,1,19946.577336
10.0,1,19946.606947
10.0,1,19946.637975
10.0,1,19946.672895
10.0,1,19946.705714
10.0,1,19946.736039
10.0,1,19946.767399
10.0,1,19946.799727
10.0,1,19946.834103
10.0,1,19946.868993
10.0,1,19946.903625
10.0,1,19946.935292
10.0,1,19946.967097
10.0,1,19947.001056
10.0,1,19947.030978
10.0,1,19947.062622
10.0,1,19947.094569
10.0,1,19947.126672
10.0,1,19947.159753
10.0,1,19947.192855
10.0,1,19947.225614
10.0,1,19947.258455
10.0,1,19947.290396
5.65368,6960,20087.605527
10.0,1,20087.639542
10.0,1,20087.675446
10.0,1,20087.707709
10.0,1,20087.745265
10.0,1,20087.780251
10.0,1,20087.814027
10.0,1,20087.846483
10.0,1,20087.879859
10.0,1,20087.911967
10.0,1,20087.944487
10.0,1,20087.979385
10.0,1,20088.015372
10.0,1,20088.047318
10.0,1,20088.080758
10.0,1,20088.116184
10.0,1,20088.149933
10.0,1,20088.182821
10.0,1,20088.215829
10.0,1,20088.249887
10.0,1,20088.285786
10.0,1,20088.32077
10.0,1,20088.354926
10.0,1,20088.387443
10.0,1,20088.421023
10.0,1,20088.452115
10.0,1,20088.488284
10.0,1,20088.52046
10.0,1,20088.551297
10.0,1,20088.586182
10.0,1,20088.616992
2.041538,2405,20136.953783
21.282363,5942,20257.520462
3.662183,4434,20348.36595
13.458753,18124,20715.588648
10.169966,1,20715.615873
13.14246,12308,20961.924834
10.0,1,20961.957972
10.109372,1,20961.993464
-5.22988,14709,21262.844284
10.0,1,21262.881369
9.774353,1,21262.915892
9.707894,2609,21316.162156
10.117532,1,21316.19833
10.0,1,21316.230689
10.0,1,21316.266694
10.0,1,21316.302228
10.0,1,21316.337787
10.0,1,21316.37027
10.0,1,21316.403022
10.0,1,21316.435632
10.0,1,21316.469607
10.0,1,21316.503286
10.0,1,21316.538862
10.0,1,21316.570488
10.0,1,21316.601402
10.0,1,21316.632964
10.0,1,21316.668115
10.0,1,21316.699468
10.0,1,21316.731196
10.0,1,21316.764301
10.0,1,21316.796132
10.0,1,21316.829557
10.0,1,21316.860889
10.0,1,21316.895906
11.677555,5822,21434.29952
5.32639,1774,21470.627444
9.752593,49,21471.595094
10.003908,339,21478.434884
10.0,1,21478.468866
-0.470902,5630,21593.53182
2.719757,13694,21872.226851
8.565135,2725,21926.335607
10.0,1,21926.368128
6.401569,2434,21977.861775
10.0,1,21977.89698
10.026212,1,21977.932286
19.50392,1984,22019.583825
9.947718,1,22019.617121
10.62526,410,22028.2756
10.0,1,22028.309736
10.0,1,22028.346187
10.0,1,22028.384135
2.733875,2259,22073.585316
10.0,1,22073.619165
10.0,1,22073.651746
9.76241,1,22073.68477
9.808401,6730,22208.77574
10.0,1,22208.812021
10.0,1,22208.851361
9.750419,341,22215.598333
10.0,1,22215.63145
10.0,1,22215.662837
10.0,1,22215.695851
12.643731,5025,22316.530709
9.970244,1,22316.567601
-16.873601,17412,22665.035973
10.0,1,22665.069784
-1.160924,4794,22762.789394
10.0,1,22762.824135
10.273597,1,22762.856641
25.344281,26835,23307.463272
10.0,1,23307.494848
10.0,1,23307.527229
10.0,1,23307.560126
10.0,1,23307.590732
10.0,1,23307.622127
10.0,1,23307.656257
10.0,1,23307.68834
10.0,1,23307.718545
10.0,1,23307.750992
10.0,1,23307.781067
10.0,1,23307.812802
10.0,1,23307.843821
10.0,1,23307.873536
10.0,1,23307.906894
10.0,1,23307.939685
10.0,1,23307.974312
10.0,1,23308.006682
10.0,1,23308.039506
10.0,1,23308.072548
10.0,1,23308.105584
10.0,1,23308.139232
10.0,1,23308.171061
10.0,1,23308.202456
10.0,1,23308.234649
10.0,1,23308.266845
10.0,1,23308.29997
10.0,1,23308.333718
10.0,1,23308.366223
10.0,1,23308.398928
10.0,1,23308.430859
10.0,1,23308.467231
10.0,1,23308.496968
10.0,1,23308.53123
-26.656613,27446,23862.230886
10.041528,1,23862.265144
7.620379,3378,23932.604629
10.0,1,23932.636497
23.256805,18670,24306.687591
10.0,1,24306.723099
10.0,1,24306.761045
10.0,1,24306.793422
10.0,1,24306.826854
10.0,1,24306.860156
10.0,1,24306.893521
10.0,1,24306.928886
10.0,1,24306.961889
10.0,1,24306.994946
10.0,1,24307.028163
10.0,1,24307.061286
10.0,1,24307.097062
10.0,1,24307.129771
10.0,1,24307.163161
10.0,1,24307.195952
10.0,1,24307.228871
10.0,1,24307.263976
10.0,1,24307.296718
10.0,1,24307.330026
10.0,1,24307.363172
10.0,1,24307.395687
10.0,1,24307.430901
10.0,1,24307.464339
10.0,1,24307.497839
10.0,1,24307.530772
10.0,1,24307.564188
10.0,1,24307.599665
10.0,1,24307.632076
10.0,1,24307.66492
10.0,1,24307.697167
10.0,1,24307.729401
10.0,1,24307.7636
10.0,1,24307.795731
10.0,1,24307.827901
10.0,1,24307.860426
10.0,1,24307.890848
10.0,1,24307.928054
10.0,1,24307.960435
10.0,1,24307.990657
10.0,1,24308.026122
10.0,1,24308.058105
10.0,1,24308.090424
10.0,1,24308.120984
10.0,1,24308.152982
10.0,1,24308.188473
10.0,1,24308.22179
10.0,1,24308.255476
10.0,1,24308.288502
10.0,1,24308.322753
10.0,1,24308.3535
10.0,1,24308.38772
10.0,1,24308.424662
10.0,1,24308.459173
10.0,1,24308.490991
10.0,1,24308.522862
10.0,1,24308.55402
10.0,1,24308.587637
10.0,1,24308.622618
10.0,1,24308.653774
10.0,1,24308.689093
10.0,1,24308.723897
10.0,1,24308.75793
10.0,1,24308.789055
10.0,1,24308.819366
10.0,1,24308.850283
10.0,1,24308.881927
10.0,1,24308.915364
10.0,1,24308.953433
10.0,1,24308.986584
10.0,1,24309.01936
10.0,1,24309.052157
10.0,1,24309.085874
