# {"t_start": 1564156370.304447, "env_id": null} 
r,l,t
10.0,1,1220.297744
10.0,1,1220.331017
10.0,1,1220.360877
10.0,1,1220.396599
10.0,1,1220.430542
10.0,1,1220.463576
10.0,1,1220.497463
10.0,1,1220.531058
10.0,1,1220.568576
10.0,1,1220.602395
10.0,1,1220.634866
10.0,1,1220.667103
10.0,1,1220.699861
10.0,1,1220.734931
10.0,1,1220.76649
10.0,1,1220.798698
10.0,1,1220.830609
10.0,1,1220.866223
10.0,1,1220.902593
10.0,1,1220.936444
10.0,1,1220.970079
10.0,1,1221.003316
10.0,1,1221.038107
10.0,1,1221.073305
10.0,1,1221.106903
10.0,1,1221.139078
10.0,1,1221.172612
10.0,1,1221.205311
10.0,1,1221.236929
10.0,1,1221.26941
10.0,1,1221.301426
10.0,1,1221.333796
10.0,1,1221.370463
10.0,1,1221.405153
10.0,1,1221.439158
10.0,1,1221.472564
10.0,1,1221.504843
10.0,1,1221.539933
10.0,1,1221.576531
10.0,1,1221.609022
10.0,1,1221.643356
10.0,1,1221.678238
10.0,1,1221.711182
10.0,1,1221.744558
10.0,1,1221.775588
10.0,1,1221.810252
10.0,1,1221.844168
10.0,1,1221.875629
10.0,1,1221.910168
10.0,1,1221.941595
10.0,1,1221.977836
10.0,1,1222.009385
10.0,1,1222.041566
10.0,1,1222.076741
10.0,1,1222.10822
10.0,1,1222.142679
10.0,1,1222.174465
10.0,1,1222.206513
10.0,1,1222.240349
10.0,1,1222.2714
10.0,1,1222.304006
10.0,1,1222.337792
10.0,1,1222.369506
10.0,1,1222.404648
10.0,1,1222.437137
10.0,1,1222.468609
10.0,1,1222.502343
10.0,1,1222.538895
10.0,1,1222.575173
10.0,1,1222.608926
10.0,1,1222.64252
10.0,1,1222.67681
10.0,1,1222.709882
10.0,1,1222.745776
8.297671,48025,2200.959047
12.915804,5838,2319.043379
9.704527,1,2319.077169
10.0,1,2319.112752
10.0,1,2319.146126
8.305924,767,2334.550406
11.732606,5295,2442.229387
9.867322,12160,2690.463763
10.0,1,2690.49726
6.711379,911,2709.32934
9.686656,1,2709.365263
6.03838,2749,2766.49314
10.0,1,2766.527126
10.028494,1,2766.56059
11.667265,2450,2816.790405
10.0,1,2816.822681
10.0,1,2816.856137
10.0,1,2816.888858
10.0,1,2816.924384
10.0,1,2816.954056
10.0,1,2816.987384
10.0,1,2817.017918
10.0,1,2817.049684
10.0,1,2817.082965
11.252243,130,2819.627937
14.815074,2209,2863.900499
9.742613,1,2863.933917
10.0,1,2863.967076
10.0,1,2864.000182
7.540791,9866,3063.747664
10.0,1,3063.783491
10.0,1,3063.820449
10.0,1,3063.853952
10.0,1,3063.89165
10.0,1,3063.927672
10.0,1,3063.967767
10.0,1,3064.000999
10.0,1,3064.038053
10.0,1,3064.072451
10.0,1,3064.11056
10.0,1,3064.148939
10.0,1,3064.18493
10.0,1,3064.220547
10.0,1,3064.254651
10.0,1,3064.288121
10.0,1,3064.324048
10.0,1,3064.356118
10.0,1,3064.391701
10.0,1,3064.423706
10.0,1,3064.455993
10.0,1,3064.490099
10.0,1,3064.521103
10.0,1,3064.55342
10.0,1,3064.585626
10.0,1,3064.621134
10.0,1,3064.659699
10.0,1,3064.694697
10.0,1,3064.731457
10.0,1,3064.768716
10.0,1,3064.805996
10.0,1,3064.844969
10.0,1,3064.880137
10.0,1,3064.910792
10.0,1,3064.946198
10.0,1,3064.983842
10.0,1,3065.022625
10.0,1,3065.058819
10.0,1,3065.095734
10.0,1,3065.128027
10.0,1,3065.163404
10.0,1,3065.19993
8.288643,7416,3214.568344
10.0,1,3214.604587
10.0,1,3214.639791
10.0,1,3214.673175
10.0,1,3214.712298
10.028968,133,3217.427113
10.0,1,3217.459933
13.465314,6267,3344.924141
10.0,1,3344.957339
5.841206,4242,3431.590463
-2.990678,26263,3961.442294
10.0,1,3961.47642
10.0,1,3961.510282
10.0,1,3961.543428
10.0,1,3961.576697
10.0,1,3961.602116
10.0,1,3961.632433
10.0,1,3961.664082
10.0,1,3961.699189
10.0,1,3961.726336
10.0,1,3961.758932
10.0,1,3961.791837
10.0,1,3961.822121
10.470552,1684,3995.008334
10.0,1,3995.042193
3.41752,10530,4206.7279
10.294245,1,4206.75919
10.0,1,4206.791583
10.0,1,4206.819508
10.602812,1864,4245.489815
9.67204,1,4245.523419
14.229701,14240,4528.743773
15.88371,1170,4553.655274
10.0,1,4553.689657
3.445831,3811,4630.702286
10.0,1,4630.739981
10.0,1,4630.773135
9.865203,28,4631.340987
10.141008,1,4631.375377
10.0,1,4631.408716
10.0,1,4631.441445
12.318728,1143,4654.613582
10.0,1,4654.645525
10.832279,4981,4755.533359
10.031335,1,4755.567609
25.816089,10671,4970.040523
9.895148,1,4970.077746
10.0,1,4970.110159
10.0,1,4970.147376
2.392344,11659,5205.833796
10.0,1,5205.861813
10.0,1,5205.895648
10.0,1,5205.928897
10.0,1,5205.963775
4.871297,6236,5332.465089
9.720279,8,5332.629854
10.034153,1,5332.66645
10.0,1,5332.698416
10.0,1,5332.731396
29.113724,18923,5714.516551
9.894853,173,5718.019088
10.0,1,5718.050602
9.756636,3159,5783.373781
9.796935,1,5783.405415
10.0,1,5783.440382
10.0,1,5783.473514
10.0,1,5783.506489
10.0,1,5783.539615
10.0,1,5783.571395
10.0,1,5783.606845
10.0,1,5783.640293
10.0,1,5783.673012
10.0,1,5783.704459
10.0,1,5783.738137
10.0,1,5783.773924
10.0,1,5783.808062
10.0,1,5783.842114
10.0,1,5783.876059
10.0,1,5783.909223
10.0,1,5783.94387
10.0,1,5783.976956
10.0,1,5784.010059
10.0,1,5784.043411
10.0,1,5784.076539
10.0,1,5784.110045
10.0,1,5784.142227
10.0,1,5784.175224
10.0,1,5784.20802
10.0,1,5784.240174
10.0,1,5784.274314
10.0,1,5784.307448
10.0,1,5784.343553
10.0,1,5784.376514
10.0,1,5784.408323
10.0,1,5784.441886
10.0,1,5784.47584
10.0,1,5784.50951
10.0,1,5784.543294
10.0,1,5784.575747
10.0,1,5784.609982
10.0,1,5784.642529
10.0,1,5784.674832
10.0,1,5784.709413
10.0,1,5784.743419
10.0,1,5784.778959
10.0,1,5784.811911
10.0,1,5784.844463
10.0,1,5784.876147
10.0,1,5784.909784
10.0,1,5784.945046
10.0,1,5784.975614
10.0,1,5785.007475
10.0,1,5785.042745
10.0,1,5785.074666
10.0,1,5785.110532
10.0,1,5785.141483
10.0,1,5785.172727
10.0,1,5785.20431
10.0,1,5785.236562
10.0,1,5785.27089
10.0,1,5785.302868
10.0,1,5785.335099
10.0,1,5785.367275
10.0,1,5785.398998
10.0,1,5785.432849
10.0,1,5785.465132
10.0,1,5785.497361
10.0,1,5785.529115
18.047954,6010,5910.016027
9.905889,1,5910.050222
10.0,1,5910.086672
10.0,1,5910.120574
10.0,1,5910.154911
10.0,1,5910.18915
10.0,1,5910.223605
10.0,1,5910.260215
10.0,1,5910.294202
10.0,1,5910.328119
10.0,1,5910.363511
10.0,1,5910.396905
10.0,1,5910.433551
10.0,1,5910.468074
10.0,1,5910.501527
10.0,1,5910.53664
10.0,1,5910.568093
10.0,1,5910.603023
10.0,1,5910.639816
10.0,1,5910.675473
10.0,1,5910.708534
10.0,1,5910.74194
10.0,1,5910.777371
10.0,1,5910.809144
10.0,1,5910.845323
10.0,1,5910.881826
10.0,1,5910.916918
10.0,1,5910.951935
10.0,1,5910.986315
10.0,1,5911.019542
0.620865,10707,6124.389598
10.0,1,6124.423999
20.347521,11366,6353.693278
10.0,1,6353.728195
10.0,1,6353.760841
10.0,1,6353.796345
8.209339,3365,6421.003038
-2.255503,8810,6597.615865
10.0,1,6597.651918
12.746169,6929,6738.630919
10.0,1,6738.666243
7.399618,24494,7230.324611
10.0,1,7230.361831
24.892309,9321,7419.312567
9.807022,1,7419.341691
11.792637,3607,7492.332262
10.0,1,7492.367239
10.0,1,7492.403386
10.0,1,7492.434067
10.0,1,7492.466843
10.0,1,7492.501108
10.0,1,7492.538229
10.0,1,7492.575268
10.0,1,7492.61001
10.0,1,7492.645064
10.0,1,7492.680605
10.0,1,7492.717573
10.0,1,7492.752369
10.0,1,7492.780331
10.0,1,7492.812031
10.0,1,7492.840203
10.0,1,7492.874166
10.0,1,7492.902852
7.965792,3030,7553.806919
9.933006,1,7553.840196
9.834582,823,7570.155062
10.146171,1,7570.191051
10.0,1,7570.223313
10.0,1,7570.253331
10.0,1,7570.2822
5.361234,4682,7664.131442
24.462561,5604,7778.692817
10.0,1,7778.729907
9.897639,1,7778.764812
10.048814,51,7779.809874
10.227073,1,7779.845487
10.0,1,7779.880129
10.0,1,7779.913236
10.0,1,7779.946401
10.0,1,7779.982993
10.0,1,7780.014716
10.0,1,7780.049574
10.0,1,7780.085288
10.0,1,7780.118322
10.0,1,7780.152504
10.0,1,7780.186026
11.279311,15289,8087.221189
10.0,1,8087.256543
9.587382,1,8087.291838
10.0,1,8087.326909
10.0,1,8087.362001
-10.482745,28065,8653.58787
10.0,1,8653.623834
10.000591,1,8653.658206
10.0,1,8653.692578
8.086129,5537,8764.969083
10.0,1,8765.00223
6.238353,3904,8843.143214
10.0,1,8843.176355
9.845804,352,8850.168416
10.0,1,8850.202133
10.0,1,8850.234957
10.0,1,8850.267661
10.0,1,8850.301181
10.0,1,8850.337033
10.0,1,8850.370455
10.0,1,8850.403528
10.0,1,8850.436152
10.0,1,8850.468672
10.0,1,8850.5045
10.0,1,8850.537313
10.0,1,8850.572955
10.0,1,8850.604721
10.0,1,8850.636359
10.0,1,8850.670921
10.0,1,8850.70412
10.0,1,8850.734763
10.0,1,8850.769067
10.0,1,8850.800836
10.0,1,8850.833539
10.0,1,8850.865589
10.0,1,8850.896461
10.0,1,8850.9289
10.0,1,8850.961066
10.0,1,8850.995453
10.0,1,8851.027698
10.0,1,8851.059996
10.0,1,8851.092116
10.0,1,8851.124045
10.0,1,8851.158006
10.0,1,8851.190197
10.0,1,8851.222201
10.0,1,8851.254409
10.0,1,8851.286747
10.0,1,8851.320927
10.0,1,8851.352729
10.0,1,8851.384748
10.0,1,8851.416509
10.0,1,8851.448833
10.0,1,8851.483034
10.0,1,8851.514556
10.0,1,8851.545934
10.0,1,8851.578173
10.0,1,8851.610252
10.0,1,8851.644612
10.0,1,8851.676665
10.0,1,8851.708496
10.0,1,8851.740278
10.0,1,8851.77225
10.0,1,8851.806538
10.0,1,8851.838501
10.0,1,8851.870347
10.0,1,8851.901928
10.0,1,8851.934189
10.0,1,8851.967997
10.0,1,8852.000091
10.0,1,8852.034556
10.0,1,8852.067957
10.0,1,8852.100446
10.0,1,8852.13396
10.0,1,8852.166326
10.0,1,8852.199874
10.0,1,8852.231862
10.0,1,8852.263655
10.0,1,8852.295819
10.0,1,8852.327084
10.0,1,8852.361
10.0,1,8852.39129
10.0,1,8852.42089
10.0,1,8852.45436
10.0,1,8852.486611
10.0,1,8852.518145
10.0,1,8852.550337
10.0,1,8852.583044
10.0,1,8852.617662
10.0,1,8852.650477
10.0,1,8852.683704
10.0,1,8852.717205
10.0,1,8852.749155
10.0,1,8852.7831
10.0,1,8852.817067
10.0,1,8852.84917
10.0,1,8852.880957
10.0,1,8852.912396
10.0,1,8852.945811
10.0,1,8852.977835
10.0,1,8853.010037
10.0,1,8853.041892
10.0,1,8853.074768
10.0,1,8853.109764
10.0,1,8853.142259
10.0,1,8853.173518
10.0,1,8853.207322
10.0,1,8853.241687
10.0,1,8853.277512
10.0,1,8853.31042
10.0,1,8853.343402
10.0,1,8853.377254
10.0,1,8853.409625
10.0,1,8853.44419
10.0,1,8853.477579
10.0,1,8853.508786
10.0,1,8853.540761
10.0,1,8853.572529
10.0,1,8853.607666
10.0,1,8853.64198
10.0,1,8853.672635
10.0,1,8853.706594
10.0,1,8853.739311
10.0,1,8853.775716
10.0,1,8853.808551
10.0,1,8853.843165
10.0,1,8853.875896
10.0,1,8853.909907
10.0,1,8853.94577
10.0,1,8853.98016
10.0,1,8854.015696
10.0,1,8854.050443
10.0,1,8854.082343
10.0,1,8854.115942
10.0,1,8854.148085
10.0,1,8854.181363
-17.695899,23945,9335.476293
10.0,1,9335.509649
19.666355,11487,9561.563145
10.0,1,9561.596566
9.925988,1,9561.626493
10.0,1,9561.656937
10.0,1,9561.689862
10.0,1,9561.724579
10.0,1,9561.753605
10.0,1,9561.786742
10.0,1,9561.819624
10.0,1,9561.853746
10.0,1,9561.892612
10.0,1,9561.92571
10.0,1,9561.963707
10.0,1,9561.998161
10.0,1,9562.033683
6.394568,3286,9627.888556
13.412346,10116,9830.962732
10.135096,1,9830.995319
10.0,1,9831.028308
10.0,1,9831.061108
10.0,1,9831.095791
10.0,1,9831.129057
10.0,1,9831.162065
10.0,1,9831.195056
10.0,1,9831.227909
9.82969,1,9831.262344
10.0,1,9831.295414
10.0,1,9831.32872
10.0,1,9831.36206
10.0,1,9831.395007
10.0,1,9831.430069
10.0,1,9831.463762
10.0,1,9831.495924
10.0,1,9831.527552
10.0,1,9831.559158
10.0,1,9831.59283
10.0,1,9831.624494
10.0,1,9831.656562
10.0,1,9831.68857
10.0,1,9831.720171
10.0,1,9831.754139
10.0,1,9831.785464
10.0,1,9831.817262
10.0,1,9831.849581
10.0,1,9831.881946
10.0,1,9831.91565
10.0,1,9831.947958
10.0,1,9831.97939
10.0,1,9832.011781
10.0,1,9832.043202
31.123362,20505,10247.77933
11.954209,2623,10301.089575
9.911259,515,10311.699885
16.652658,14321,10599.4559
10.0,1,10599.488765
10.0,1,10599.523031
10.0,1,10599.553214
10.0,1,10599.587639
10.0,1,10599.623833
10.0,1,10599.656401
10.0,1,10599.690016
10.0,1,10599.723197
10.0,1,10599.756388
10.0,1,10599.788594
10.0,1,10599.820728
10.0,1,10599.856328
10.0,1,10599.888308
10.0,1,10599.923378
10.0,1,10599.960914
10.0,1,10599.997601
10.0,1,10600.033211
10.0,1,10600.066294
10.0,1,10600.096902
10.0,1,10600.129544
10.0,1,10600.163399
10.0,1,10600.197987
10.0,1,10600.229883
10.0,1,10600.261593
10.0,1,10600.293661
10.0,1,10600.325701
10.0,1,10600.360202
10.0,1,10600.392612
10.0,1,10600.424474
10.0,1,10600.456584
10.0,1,10600.489063
10.0,1,10600.523206
10.0,1,10600.555644
10.0,1,10600.587932
10.0,1,10600.620187
10.0,1,10600.652281
10.0,1,10600.688445
10.0,1,10600.722202
10.0,1,10600.754393
10.0,1,10600.788111
10.0,1,10600.821404
10.0,1,10600.85645
10.0,1,10600.888537
10.0,1,10600.921864
10.0,1,10600.957086
10.0,1,10600.990941
10.0,1,10601.028814
10.0,1,10601.062552
10.0,1,10601.094976
10.0,1,10601.127811
10.0,1,10601.160246
10.0,1,10601.195417
10.0,1,10601.228041
10.0,1,10601.264615
10.0,1,10601.30021
10.0,1,10601.332375
10.0,1,10601.369315
10.0,1,10601.403632
10.0,1,10601.436637
10.0,1,10601.469676
10.0,1,10601.5019
10.0,1,10601.536246
10.0,1,10601.568552
10.0,1,10601.601514
10.0,1,10601.633957
10.0,1,10601.66875
10.0,1,10601.705936
10.0,1,10601.738222
10.0,1,10601.767686
10.0,1,10601.801029
10.0,1,10601.835147
10.0,1,10601.871992
10.0,1,10601.903999
10.0,1,10601.938108
10.0,1,10601.971211
10.0,1,10602.004595
10.0,1,10602.035209
10.0,1,10602.067167
13.141049,13051,10866.816919
10.0,1,10866.850933
-0.29824,35826,11591.146901
10.0,1,11591.182797
10.0,1,11591.215665
10.0,1,11591.248998
10.0,1,11591.285431
9.997108,1,11591.319307
10.095203,128,11593.929031
10.0,1,11593.964399
10.0,1,11593.997404
10.0,1,11594.032735
10.0,1,11594.069309
10.0,1,11594.104328
10.0,1,11594.139611
10.123528,1,11594.172888
10.0,1,11594.209409
16.911709,7131,11738.68112
10.0,1,11738.714154
10.0,1,11738.747445
10.0,1,11738.779842
10.0,1,11738.815252
10.0,1,11738.847817
10.0,1,11738.881829
10.0,1,11738.91599
10.0,1,11738.948825
10.0,1,11738.984384
10.0,1,11739.017333
10.0,1,11739.052619
10.0,1,11739.086165
10.0,1,11739.119553
10.0,1,11739.156801
10.0,1,11739.192305
10.0,1,11739.225258
10.0,1,11739.259877
10.0,1,11739.29283
10.0,1,11739.33044
10.0,1,11739.362197
10.0,1,11739.391878
10.0,1,11739.423344
10.0,1,11739.45528
10.0,1,11739.488601
10.0,1,11739.520956
10.0,1,11739.552274
10.0,1,11739.584093
10.0,1,11739.616364
10.354717,1,11739.649797
10.0,1,11739.682515
10.0,1,11739.717759
10.0,1,11739.750186
10.0,1,11739.783883
10.0,1,11739.818675
10.0,1,11739.851882
10.0,1,11739.883543
10.0,1,11739.915337
10.0,1,11739.947419
10.0,1,11739.980707
10.0,1,11740.013413
10.0,1,11740.045575
10.0,1,11740.077919
10.0,1,11740.10973
-2.422075,12674,11996.823879
9.784627,1,11996.85756
10.0,1,11996.89234
10.0,1,11996.925607
10.0,1,11996.95596
14.920999,8633,12169.431886
20.725384,30014,12773.76477
10.0,1,12773.801735
10.055555,1,12773.837348
10.0,1,12773.872545
10.0,1,12773.906533
10.0,1,12773.943717
10.0,1,12773.978245
5.563961,4437,12865.16559
10.203254,1,12865.197311
8.921881,1639,12898.364836
23.431079,13112,13161.90361
10.0,1,13161.940873
-3.277119,4936,13260.375625
10.0,1,13260.408648
10.0,1,13260.443056
10.0,1,13260.476378
10.0,1,13260.510284
10.0,1,13260.544166
10.0,1,13260.580719
10.0,1,13260.614089
10.0,1,13260.647345
10.0,1,13260.683219
10.0,1,13260.716952
10.0,1,13260.753203
10.0,1,13260.785982
10.0,1,13260.819089
10.0,1,13260.857155
10.0,1,13260.891204
10.0,1,13260.924068
10.0,1,13260.959126
10.0,1,13260.993899
10.0,1,13261.025857
10.0,1,13261.057955
10.0,1,13261.089029
10.0,1,13261.120827
10.0,1,13261.15273
10.0,1,13261.187003
10.0,1,13261.219536
10.0,1,13261.251871
10.0,1,13261.283847
10.0,1,13261.315836
10.0,1,13261.349796
10.0,1,13261.382034
10.0,1,13261.414338
10.0,1,13261.446424
10.0,1,13261.478701
10.0,1,13261.512641
10.0,1,13261.544793
10.0,1,13261.576902
10.0,1,13261.608917
10.0,1,13261.641281
10.0,1,13261.676259
10.0,1,13261.708601
10.0,1,13261.740848
10.0,1,13261.773153
10.0,1,13261.807593
10.0,1,13261.842127
9.972219,1,13261.875477
10.0,1,13261.908137
10.0,1,13261.940131
10.0,1,13261.972936
10.0,1,13262.009511
10.0,1,13262.04238
10.0,1,13262.077278
10.0,1,13262.113017
10.0,1,13262.146037
10.0,1,13262.181288
10.0,1,13262.217536
10.0,1,13262.249205
10.0,1,13262.281699
10.0,1,13262.314035
10.0,1,13262.348551
10.0,1,13262.382543
10.0,1,13262.414402
0.65652,3577,13335.681219
4.506373,2663,13390.85336
6.832946,2537,13441.779517
10.041456,236,13446.728139
10.000664,1,13446.761096
10.0,1,13446.796696
10.0,1,13446.830431
10.0,1,13446.863244
-7.563321,10615,13659.578384
10.014885,1,13659.614746
5.997653,1876,13697.862736
28.250775,14412,13986.046768
10.231129,1,13986.080973
10.0,1,13986.119159
10.0,1,13986.154315
10.0,1,13986.188491
12.286786,2114,14028.98252
10.0,1,14029.015964
10.0,1,14029.050378
10.137649,1,14029.087156
35.124355,7185,14174.123274
10.0,1,14174.158928
10.0,1,14174.192333
22.603097,3806,14253.729243
8.269181,614,14266.512689
8.698409,16888,14603.066813
9.521736,4304,14689.529415
10.0,1,14689.564471
10.0,1,14689.60141
9.938025,1,14689.634617
10.0,1,14689.667266
10.323441,519,14700.515145
9.731765,1,14700.548356
10.0,1,14700.581794
10.0,1,14700.614163
10.0,1,14700.64845
10.0,1,14700.679634
10.0,1,14700.712861
10.0,1,14700.750478
10.0,1,14700.785032
10.0,1,14700.822719
10.0,1,14700.855836
10.0,1,14700.891856
10.0,1,14700.925851
10.0,1,14700.957879
10.0,1,14700.992839
10.0,1,14701.028806
