# {"t_start": 1564156370.28209, "env_id": null} 
r,l,t
19.861274,6624,11410.892534
-0.886035,13935,11691.639598
10.177283,1,11691.671226
10.0,1,11691.703722
10.0,1,11691.736155
14.762243,440,11700.515843
10.08346,1,11700.549539
9.881528,432,11709.357084
10.0,1,11709.38929
26.037192,7565,11862.490625
16.914504,17382,12212.693149
10.079906,1,12212.726097
23.176007,6198,12335.649439
9.733138,1,12335.681757
10.0,1,12335.713001
10.0,1,12335.751324
7.735102,6079,12460.100235
10.085732,1,12460.127906
-1.502456,3394,12529.182882
10.0,1,12529.215697
10.0,1,12529.244915
10.0,1,12529.277563
10.0,1,12529.309412
10.0,1,12529.340048
10.0,1,12529.374355
10.0,1,12529.405988
10.0,1,12529.438584
10.0,1,12529.471244
10.0,1,12529.505754
10.0,1,12529.540512
10.0,1,12529.572966
10.0,1,12529.602777
10.0,1,12529.633668
10.0,1,12529.665347
10.0,1,12529.700011
10.0,1,12529.732499
10.0,1,12529.765147
10.0,1,12529.797662
10.0,1,12529.830325
10.0,1,12529.865072
10.0,1,12529.897066
10.0,1,12529.929951
10.0,1,12529.962873
10.0,1,12529.995561
10.0,1,12530.030607
10.0,1,12530.062564
10.0,1,12530.096815
10.0,1,12530.125861
10.0,1,12530.159075
10.0,1,12530.19561
10.0,1,12530.228337
10.0,1,12530.261864
10.0,1,12530.295735
10.0,1,12530.326746
10.0,1,12530.365009
10.0,1,12530.397403
10.0,1,12530.427954
10.0,1,12530.45916
5.370791,2150,12574.271513
10.0,1,12574.302534
7.177868,10806,12790.937735
10.0,1,12790.969495
10.261394,1,12791.000696
20.690089,9819,12989.553766
10.0,1,12989.587123
10.0,1,12989.618069
10.0,1,12989.651634
10.0,1,12989.688128
10.0,1,12989.72284
10.372502,1,12989.757775
10.0,1,12989.790975
12.18477,1592,13022.32589
10.0,1,13022.35797
21.686712,8157,13186.181433
9.887092,529,13196.683214
6.034726,9735,13395.09617
3.025508,1619,13427.609461
10.0,1,13427.641543
6.739335,1837,13465.715892
10.0,1,13465.750421
10.0,1,13465.782659
10.0,1,13465.814665
10.0,1,13465.845932
10.0,1,13465.87201
10.0,1,13465.905806
10.0,1,13465.937811
10.0,1,13465.970263
10.0,1,13466.002497
10.0,1,13466.036056
10.0,1,13466.070103
10.0,1,13466.102448
10.0,1,13466.13475
10.0,1,13466.167283
10.0,1,13466.19984
10.0,1,13466.234623
10.0,1,13466.26724
10.0,1,13466.299414
10.0,1,13466.331849
10.0,1,13466.363511
10.0,1,13466.397444
10.0,1,13466.428501
10.0,1,13466.459354
10.0,1,13466.490403
10.0,1,13466.521419
10.0,1,13466.554198
6.433844,4959,13565.225071
-6.874492,25961,14085.435432
10.0,1,14085.46863
-1.422735,6232,14214.915767
10.0,1,14214.949387
9.759574,1,14214.985372
17.734168,2636,14268.300592
9.681645,1,14268.333891
9.988971,6,14268.466366
9.976879,1,14268.495967
10.015383,2,14268.548935
9.992892,1,14268.581467
11.497603,13278,14532.602142
9.703769,1,14532.634675
14.190348,12438,14784.690274
10.0,1,14784.73002
10.0,1,14784.762583
10.0,1,14784.795861
10.0,1,14784.829905
10.0,1,14784.861716
10.0,1,14784.89561
10.0,1,14784.930243
10.0,1,14784.962423
10.0,1,14784.996974
5.437518,2404,14833.424403
13.171697,10878,15053.6468
10.0,1,15053.680291
10.156571,1,15053.711143
10.0,1,15053.742393
10.018254,762,15069.655271
-6.30366,18868,15452.789667
10.0,1,15452.821683
7.902668,12459,15702.994081
10.0,1,15703.028725
10.0,1,15703.066392
10.0,1,15703.100463
10.0,1,15703.131941
10.0,1,15703.164088
10.0,1,15703.196287
10.0,1,15703.232775
10.0,1,15703.26278
10.0,1,15703.295719
10.0,1,15703.327243
10.0,1,15703.359362
10.0,1,15703.391601
10.0,1,15703.422408
10.0,1,15703.45675
10.0,1,15703.489247
10.0,1,15703.521931
10.0,1,15703.55453
10.0,1,15703.587108
10.0,1,15703.619784
10.0,1,15703.654322
10.0,1,15703.688223
10.0,1,15703.721415
10.0,1,15703.752702
10.0,1,15703.786031
10.0,1,15703.818609
10.0,1,15703.847071
10.0,1,15703.878713
10.0,1,15703.907991
10.0,1,15703.939493
10.0,1,15703.970907
17.740852,11234,15930.667882
10.0,1,15930.701444
10.380156,1,15930.731448
10.0,1,15930.764919
9.880997,66,15932.092756
10.0,1,15932.126834
10.0,1,15932.160423
10.0,1,15932.193165
10.0,1,15932.227999
10.0,1,15932.259973
10.0,1,15932.292565
10.0,1,15932.32755
10.0,1,15932.354834
10.0,1,15932.389264
10.0,1,15932.422719
10.0,1,15932.455703
10.0,1,15932.488451
10.0,1,15932.518784
10.0,1,15932.552847
10.0,1,15932.585771
10.0,1,15932.618596
10.0,1,15932.652593
10.0,1,15932.686239
10.0,1,15932.721321
10.0,1,15932.755392
10.0,1,15932.788771
10.0,1,15932.823115
10.0,1,15932.854359
10.0,1,15932.892171
10.0,1,15932.923937
10.0,1,15932.960028
10.0,1,15932.996664
10.0,1,15933.028877
10.0,1,15933.0636
10.0,1,15933.096222
10.0,1,15933.128265
10.0,1,15933.162364
10.0,1,15933.195661
10.0,1,15933.229629
10.0,1,15933.261328
10.0,1,15933.295022
10.0,1,15933.330355
10.0,1,15933.364651
10.0,1,15933.398392
10.0,1,15933.430204
10.0,1,15933.462162
10.0,1,15933.493973
10.0,1,15933.52589
10.0,1,15933.559104
10.0,1,15933.59039
10.0,1,15933.625852
10.0,1,15933.657749
10.0,1,15933.692593
10.0,1,15933.725814
10.0,1,15933.761262
10.0,1,15933.793224
10.0,1,15933.829548
10.0,1,15933.85957
10.0,1,15933.894893
10.0,1,15933.926213
10.0,1,15933.95607
10.0,1,15933.989632
10.0,1,15934.021133
10.0,1,15934.055645
10.0,1,15934.08764
10.0,1,15934.123157
10.0,1,15934.157057
10.0,1,15934.189912
10.0,1,15934.227654
10.0,1,15934.259098
10.0,1,15934.289446
10.0,1,15934.321571
10.0,1,15934.353405
10.0,1,15934.390518
10.0,1,15934.423223
10.0,1,15934.455209
10.0,1,15934.487453
10.0,1,15934.519939
10.0,1,15934.553737
10.0,1,15934.586127
10.0,1,15934.617597
10.0,1,15934.655654
10.0,1,15934.690946
10.0,1,15934.725111
10.0,1,15934.75794
10.0,1,15934.793496
10.0,1,15934.827487
10.0,1,15934.860547
10.0,1,15934.895474
10.0,1,15934.928656
10.0,1,15934.964964
10.0,1,15934.998427
10.0,1,15935.029227
10.0,1,15935.062339
10.0,1,15935.094054
10.0,1,15935.126035
10.0,1,15935.161671
10.0,1,15935.192714
10.0,1,15935.229076
10.0,1,15935.261073
10.0,1,15935.292529
10.0,1,15935.328528
10.0,1,15935.359592
10.0,1,15935.394111
10.0,1,15935.429693
10.0,1,15935.460587
10.0,1,15935.494867
10.0,1,15935.524178
10.0,1,15935.557551
10.0,1,15935.589427
10.0,1,15935.620121
10.0,1,15935.655998
10.0,1,15935.687734
10.0,1,15935.721388
10.0,1,15935.754851
10.0,1,15935.786852
10.0,1,15935.817369
10.0,1,15935.847344
10.0,1,15935.880554
10.0,1,15935.912581
10.0,1,15935.946105
10.0,1,15935.977836
10.0,1,15936.008851
10.0,1,15936.046165
10.0,1,15936.083089
10.0,1,15936.119949
10.0,1,15936.151681
10.0,1,15936.185236
10.0,1,15936.22162
10.0,1,15936.258072
10.0,1,15936.29062
10.0,1,15936.322205
51.20638,13119,16202.411826
10.0,1,16202.445163
9.951726,1,16202.47668
13.006622,15954,16523.471273
9.892891,1,16523.504357
24.519715,6010,16645.527168
10.0,1,16645.55937
10.0,1,16645.591437
10.0,1,16645.624568
10.0,1,16645.657052
10.0,1,16645.688179
10.0,1,16645.722946
10.0,1,16645.75549
10.0,1,16645.790557
10.0,1,16645.823005
10.0,1,16645.855325
10.0,1,16645.889258
10.0,1,16645.922115
10.0,1,16645.953598
10.0,1,16645.986942
10.0,1,16646.018228
11.384629,3040,16707.629589
-21.431213,30336,17320.659199
20.148542,12001,17561.728745
9.940265,1,17561.764639
21.247361,10901,17787.327943
10.09095,1,17787.36053
12.490181,11328,18016.337782
15.683179,2524,18066.738322
9.884363,1,18066.771807
10.0,1,18066.804785
10.0,1,18066.836296
10.0,1,18066.875786
10.0,1,18066.911967
10.0,1,18066.949049
10.0,1,18066.985264
10.0,1,18067.019764
10.0,1,18067.05541
10.0,1,18067.091003
10.0,1,18067.12131
10.0,1,18067.153167
10.0,1,18067.185274
10.0,1,18067.220044
10.0,1,18067.253165
10.0,1,18067.284485
10.0,1,18067.319958
10.0,1,18067.354384
10.0,1,18067.387693
10.0,1,18067.419352
10.0,1,18067.45111
10.0,1,18067.483332
10.0,1,18067.515878
10.0,1,18067.550049
10.0,1,18067.581783
10.0,1,18067.613552
10.0,1,18067.645085
10.0,1,18067.676559
10.0,1,18067.709864
10.0,1,18067.741204
10.0,1,18067.772391
10.0,1,18067.803962
10.0,1,18067.835342
10.0,1,18067.868513
10.0,1,18067.898871
10.0,1,18067.93342
10.0,1,18067.962731
10.0,1,18067.997364
10.0,1,18068.032035
10.0,1,18068.062236
10.0,1,18068.096931
10.0,1,18068.128906
10.0,1,18068.158142
10.0,1,18068.194849
10.0,1,18068.22787
10.0,1,18068.258542
10.0,1,18068.28866
10.0,1,18068.319769
10.0,1,18068.354655
10.0,1,18068.386492
10.0,1,18068.418702
10.0,1,18068.451223
10.0,1,18068.482561
10.0,1,18068.518717
10.0,1,18068.549883
10.0,1,18068.582033
10.0,1,18068.61531
10.0,1,18068.645661
10.0,1,18068.679249
10.0,1,18068.709588
10.0,1,18068.741506
-6.9489,11179,18294.302822
7.032937,5454,18404.370007
10.0,1,18404.402298
10.0,1,18404.431871
10.0,1,18404.463169
10.0,1,18404.492412
8.523287,7572,18557.274776
10.0,1,18557.307158
7.820365,1635,18590.670869
10.0,1,18590.703188
10.0,1,18590.734593
9.565927,1,18590.771958
10.0,1,18590.805685
10.0,1,18590.841571
6.046341,19817,18985.233169
10.0,1,18985.268069
10.0,1,18985.299893
10.0,1,18985.331183
10.0,1,18985.358625
10.0,1,18985.389827
10.0,1,18985.421487
10.0,1,18985.452051
10.0,1,18985.484733
10.0,1,18985.515054
10.0,1,18985.547162
10.0,1,18985.582099
10.0,1,18985.617318
10.0,1,18985.649761
10.0,1,18985.683463
10.0,1,18985.715044
10.0,1,18985.74688
10.0,1,18985.776702
10.0,1,18985.809523
10.0,1,18985.840207
10.0,1,18985.87104
10.0,1,18985.906713
10.0,1,18985.938021
10.0,1,18985.970614
10.0,1,18986.002837
10.0,1,18986.033014
10.0,1,18986.064613
10.0,1,18986.096789
10.0,1,18986.129571
10.0,1,18986.161613
10.0,1,18986.193702
10.0,1,18986.226822
10.0,1,18986.258307
10.0,1,18986.289617
10.0,1,18986.321012
10.0,1,18986.352531
10.0,1,18986.384226
10.0,1,18986.413537
10.0,1,18986.443679
5.737261,22281,19431.828359
6.162042,14046,19714.144598
9.988731,1,19714.179016
16.387591,4068,19797.160701
10.0,1,19797.193491
18.119819,3255,19863.148243
10.0,1,19863.182848
10.0,1,19863.214316
10.0,1,19863.246325
10.0,1,19863.278915
9.849427,1,19863.311823
10.0,1,19863.347309
10.0,1,19863.375942
10.0,1,19863.408491
10.0,1,19863.441987
10.0,1,19863.475887
10.0,1,19863.510977
10.0,1,19863.542908
10.0,1,19863.573958
10.0,1,19863.605044
10.0,1,19863.636789
10.0,1,19863.669411
10.0,1,19863.700076
10.0,1,19863.736066
10.0,1,19863.768907
10.0,1,19863.803444
10.0,1,19863.838564
10.0,1,19863.869387
10.0,1,19863.9015
10.0,1,19863.93165
23.478487,7307,20012.740039
9.534101,1,20012.773677
14.546613,6593,20146.852975
10.0,1,20146.889389
10.0,1,20146.923441
10.0,1,20146.959226
10.0,1,20146.992027
10.100934,1,20147.026161
13.19067,2434,20196.287527
10.234514,924,20215.347305
9.828758,1,20215.381837
9.583285,36981,20962.570487
9.661206,1,20962.603432
10.0,1,20962.634857
10.716175,4577,21057.594016
10.0,1,21057.624424
10.0,1,21057.655992
10.0,1,21057.684523
10.0,1,21057.717354
10.0,1,21057.743852
10.0,1,21057.775102
10.0,1,21057.80498
10.0,1,21057.838228
10.0,1,21057.871066
10.0,1,21057.904174
10.0,1,21057.936812
10.0,1,21057.971267
10.0,1,21058.0024
10.0,1,21058.03806
10.0,1,21058.071072
10.0,1,21058.10256
10.0,1,21058.139859
10.0,1,21058.17208
10.0,1,21058.205768
10.0,1,21058.23855
10.0,1,21058.270374
10.0,1,21058.306848
10.0,1,21058.340004
10.0,1,21058.372949
10.0,1,21058.406223
10.0,1,21058.438212
10.0,1,21058.475106
10.0,1,21058.505328
10.0,1,21058.536154
10.0,1,21058.569552
10.0,1,21058.599178
10.0,1,21058.630878
10.0,1,21058.665607
10.0,1,21058.697262
10.0,1,21058.727742
10.0,1,21058.758262
10.0,1,21058.790569
10.0,1,21058.823093
10.0,1,21058.85441
10.0,1,21058.886062
10.0,1,21058.916329
10.0,1,21058.948065
10.0,1,21058.980262
10.0,1,21059.011708
10.0,1,21059.043318
10.0,1,21059.07298
10.0,1,21059.105914
10.0,1,21059.139966
10.0,1,21059.174966
10.0,1,21059.20672
10.0,1,21059.239179
10.0,1,21059.27011
10.0,1,21059.301023
10.0,1,21059.331536
10.0,1,21059.362816
10.0,1,21059.394141
10.0,1,21059.425373
10.0,1,21059.454525
10.0,1,21059.486234
10.0,1,21059.518187
10.0,1,21059.54849
10.0,1,21059.582851
10.0,1,21059.615174
10.0,1,21059.647149
10.0,1,21059.679093
10.0,1,21059.710662
10.0,1,21059.74418
10.0,1,21059.775647
10.0,1,21059.807873
10.0,1,21059.840383
10.0,1,21059.871986
10.0,1,21059.906097
10.0,1,21059.937923
10.0,1,21059.969401
10.0,1,21060.001312
10.0,1,21060.035593
10.0,1,21060.066997
10.0,1,21060.100373
10.0,1,21060.130689
10.0,1,21060.16214
10.0,1,21060.194076
10.0,1,21060.2291
10.0,1,21060.258857
10.0,1,21060.290912
10.0,1,21060.324021
10.0,1,21060.354982
10.0,1,21060.390897
10.0,1,21060.422656
10.0,1,21060.457362
10.0,1,21060.490523
10.0,1,21060.521226
10.0,1,21060.554925
10.0,1,21060.585275
10.0,1,21060.615273
10.0,1,21060.649343
10.0,1,21060.680726
10.0,1,21060.712192
10.0,1,21060.74392
10.106879,1,21060.772872
10.0,1,21060.80487
10.0,1,21060.836197
10.0,1,21060.871106
10.0,1,21060.905006
10.0,1,21060.936513
10.0,1,21060.968136
10.0,1,21061.000665
10.0,1,21061.034885
10.0,1,21061.067314
10.0,1,21061.099043
10.0,1,21061.130372
10.0,1,21061.160535
10.0,1,21061.193422
10.0,1,21061.225072
13.406448,3144,21123.168532
10.296853,1728,21157.996156
10.0,1,21158.030191
10.0,1,21158.064816
10.0,1,21158.099214
10.618188,2457,21208.224464
10.0,1,21208.256453
10.0,1,21208.290759
10.0,1,21208.32424
10.118957,790,21224.304007
6.389352,9993,21427.898333
12.990766,1974,21467.783302
10.0,1,21467.812041
10.0,1,21467.846628
10.0,1,21467.87904
10.0,1,21467.908952
10.0,1,21467.941749
10.0,1,21467.974209
10.0,1,21468.008845
10.0,1,21468.044262
10.0,1,21468.078754
10.0,1,21468.111991
10.0,1,21468.147829
10.0,1,21468.182639
10.0,1,21468.215993
10.0,1,21468.248185
10.0,1,21468.280721
24.95057,16814,21811.116247
10.0,1,21811.149252
10.0,1,21811.182274
10.0,1,21811.219372
9.854576,1,21811.251774
4.264923,4789,21907.361043
10.0,1,21907.391097
10.0,1,21907.424723
10.0,1,21907.455404
10.0,1,21907.486879
10.0,1,21907.521835
10.0,1,21907.554507
10.0,1,21907.587
10.0,1,21907.619008
10.0,1,21907.653933
10.0,1,21907.687865
10.0,1,21907.721177
10.0,1,21907.754285
10.0,1,21907.786732
10.0,1,21907.813053
10.0,1,21907.846772
10.0,1,21907.87803
10.0,1,21907.909952
10.0,1,21907.942933
10.0,1,21907.973564
10.0,1,21908.007151
10.0,1,21908.038564
10.0,1,21908.070228
-29.953209,40608,22728.205493
10.0,1,22728.239538
10.0,1,22728.271852
10.0,1,22728.299105
10.0,1,22728.330579
10.0,1,22728.366656
10.0,1,22728.400038
10.0,1,22728.433606
16.10395,44158,23622.678844
4.452753,3457,23693.018041
10.0,1,23693.050359
18.935077,21602,24129.366821
10.0,1,24129.401916
9.676684,1,24129.434691
10.078522,70,24130.891273
10.0,1,24130.924737
10.0,1,24130.953901
10.0,1,24130.989133
-7.203258,22233,24580.123173
10.0,1,24580.156057
10.0,1,24580.189868
9.928688,1,24580.217529
10.0,1,24580.250111
10.0,1,24580.283487
10.208829,344,24587.002256
10.0,1,24587.035987
10.0,1,24587.068266
10.0,1,24587.101907
10.0,1,24587.134849
10.0,1,24587.167659
10.0,1,24587.1995
10.0,1,24587.231661
10.0,1,24587.266178
10.0,1,24587.298406
9.911799,1,24587.331238
10.0,1,24587.363665
10.0,1,24587.39576
10.0,1,24587.43066
14.168878,18735,24963.841327
9.851322,1,24963.873548
10.0,1,24963.907926
10.0,1,24963.939736
10.0,1,24963.974335
10.0,1,24964.009147
10.0,1,24964.04241
10.0,1,24964.076936
10.0,1,24964.110698
10.0,1,24964.142836
10.0,1,24964.178034
10.0,1,24964.208122
10.0,1,24964.239835
10.0,1,24964.270343
10.0,1,24964.302725
10.0,1,24964.33778
10.0,1,24964.369791
10.0,1,24964.402157
10.0,1,24964.432069
10.0,1,24964.466436
10.0,1,24964.500193
10.0,1,24964.530873
10.0,1,24964.565714
10.0,1,24964.594944
10.0,1,24964.625194
10.0,1,24964.660722
10.0,1,24964.690147
10.0,1,24964.722415
10.0,1,24964.754199
10.0,1,24964.787133
10.0,1,24964.818912
10.0,1,24964.854883
10.0,1,24964.888398
10.0,1,24964.921517
10.0,1,24964.955087
10.0,1,24964.990557
10.0,1,24965.023386
10.0,1,24965.055704
10.0,1,24965.088858
10.0,1,24965.120423
5.311444,5482,25075.0352
10.0,1,25075.067146
9.786377,30,25075.668296
10.0,1,25075.697863
10.0,1,25075.724923
10.051679,1,25075.759386
10.0,1,25075.791647
10.0,1,25075.822467
10.0,1,25075.8539
10.0,1,25075.886598
10.0,1,25075.921531
10.0,1,25075.954305
10.0,1,25075.986821
10.0,1,25076.01692
