# {"t_start": 1564156370.2667232, "env_id": null} 
r,l,t
10.0,1,5587.165324
10.0,1,5587.198699
10.0,1,5587.232175
10.0,1,5587.265697
10.0,1,5587.298424
10.0,1,5587.331261
10.0,1,5587.362651
10.0,1,5587.396265
10.0,1,5587.430013
10.0,1,5587.463126
10.0,1,5587.497528
10.0,1,5587.52882
10.0,1,5587.563325
10.0,1,5587.595271
10.0,1,5587.626763
10.0,1,5587.657153
10.0,1,5587.688299
10.0,1,5587.722022
10.0,1,5587.751544
10.0,1,5587.782875
10.0,1,5587.815197
10.0,1,5587.849565
10.0,1,5587.886066
10.0,1,5587.919629
10.0,1,5587.952863
10.0,1,5587.984273
10.0,1,5588.01877
10.0,1,5588.05183
10.0,1,5588.086353
10.0,1,5588.116203
10.0,1,5588.150444
10.0,1,5588.182573
10.0,1,5588.218973
10.0,1,5588.251376
10.0,1,5588.285857
10.0,1,5588.320611
10.0,1,5588.351426
10.0,1,5588.387977
10.0,1,5588.421134
10.0,1,5588.45398
10.0,1,5588.488757
10.0,1,5588.520446
10.0,1,5588.553849
10.0,1,5588.585684
10.0,1,5588.617681
10.0,1,5588.651424
10.0,1,5588.683236
10.0,1,5588.717309
10.0,1,5588.748486
10.0,1,5588.781399
10.0,1,5588.816183
10.0,1,5588.846717
10.0,1,5588.881275
10.0,1,5588.913235
10.0,1,5588.944936
10.0,1,5588.976802
10.0,1,5589.009261
10.0,1,5589.042924
10.0,1,5589.073625
10.0,1,5589.102229
10.0,1,5589.132329
10.0,1,5589.163535
10.0,1,5589.195261
10.0,1,5589.226711
10.0,1,5589.256679
10.0,1,5589.287974
10.0,1,5589.319895
10.0,1,5589.35331
10.0,1,5589.385972
10.0,1,5589.416744
10.0,1,5589.450526
10.0,1,5589.482479
10.0,1,5589.516575
-4.879426,14587,5888.25427
10.0,1,5888.289137
10.0,1,5888.320162
10.0,1,5888.356592
10.0,1,5888.390915
30.659309,9568,6078.851044
8.052896,2520,6130.640616
10.0,1,6130.674626
10.0,1,6130.710002
10.0,1,6130.743101
10.0,1,6130.776437
10.0,1,6130.813444
21.165648,3136,6194.17389
10.0,1,6194.20842
10.0,1,6194.242007
10.0,1,6194.276631
10.0,1,6194.315183
10.0,1,6194.354878
9.848833,183,6198.096021
29.128854,7195,6342.331507
9.866335,1,6342.368278
10.0,1,6342.402202
10.0,1,6342.434142
10.0,1,6342.467027
10.0,1,6342.502737
10.0,1,6342.537119
10.0,1,6342.57241
10.0,1,6342.605284
10.0,1,6342.635838
10.0,1,6342.667331
10.0,1,6342.700884
10.0,1,6342.738363
10.0,1,6342.775018
10.0,1,6342.806351
10.0,1,6342.839641
10.0,1,6342.87268
10.0,1,6342.904652
10.0,1,6342.942629
10.0,1,6342.976675
10.0,1,6343.011516
10.0,1,6343.048208
10.0,1,6343.084486
10.0,1,6343.119486
10.0,1,6343.154403
10.0,1,6343.188828
10.0,1,6343.22203
10.0,1,6343.260007
10.0,1,6343.295467
10.0,1,6343.327038
10.0,1,6343.361402
10.0,1,6343.393729
10.0,1,6343.431263
10.0,1,6343.462323
10.0,1,6343.493519
10.0,1,6343.529933
10.0,1,6343.561755
10.0,1,6343.596498
10.0,1,6343.630271
10.0,1,6343.662702
10.0,1,6343.694775
10.0,1,6343.727371
10.0,1,6343.761459
10.0,1,6343.794001
10.0,1,6343.824256
3.432239,2925,6402.450837
-2.095711,3978,6482.094243
9.612449,1,6482.129336
10.0,1,6482.162083
7.413835,1017,6502.499537
10.0,1,6502.534192
10.0,1,6502.567659
9.718643,1,6502.596673
10.0,1,6502.630177
10.0,1,6502.662698
10.0,1,6502.698335
10.0,1,6502.73078
10.0,1,6502.764049
10.0,1,6502.797367
10.0,1,6502.83097
10.0,1,6502.867995
7.837054,7122,6646.560767
10.0,1,6646.594902
9.261036,3437,6716.035571
9.799048,1,6716.068872
26.004189,8421,6885.096318
10.0,1,6885.123724
8.224296,1382,6913.167846
10.037257,1,6913.203259
4.938432,8444,7082.242968
9.712405,1,7082.276598
10.0,1,7082.310089
7.586369,5230,7187.830194
10.0,1,7187.863382
13.54532,6725,7324.72766
10.0,1,7324.760827
9.858603,1,7324.795694
10.0,1,7324.827261
12.254856,3753,7399.674655
9.914721,1,7399.711219
5.342427,2784,7455.844911
10.0,1,7455.880841
10.0,1,7455.914632
10.0,1,7455.948512
10.0,1,7455.982191
10.0,1,7456.015133
10.0,1,7456.049157
10.0,1,7456.081954
10.0,1,7456.11702
10.0,1,7456.150169
10.0,1,7456.183355
10.0,1,7456.218617
10.0,1,7456.252283
10.0,1,7456.285214
10.0,1,7456.318747
10.0,1,7456.351958
10.0,1,7456.387755
10.0,1,7456.42103
10.0,1,7456.454556
10.0,1,7456.488682
10.0,1,7456.521403
10.0,1,7456.555929
10.0,1,7456.588772
10.0,1,7456.621215
10.0,1,7456.653755
10.0,1,7456.686298
10.0,1,7456.720475
10.0,1,7456.756018
10.0,1,7456.786741
10.0,1,7456.820373
10.0,1,7456.852301
10.0,1,7456.885566
10.0,1,7456.916795
10.0,1,7456.951208
10.0,1,7456.986928
10.0,1,7457.023488
10.0,1,7457.057955
13.377,844,7473.901481
10.0,1,7473.934778
10.0,1,7473.968553
10.0,1,7474.004536
10.0,1,7474.038936
10.0,1,7474.071821
10.0,1,7474.111244
10.0,1,7474.143359
10.0,1,7474.178176
10.0,1,7474.209296
10.0,1,7474.24411
10.0,1,7474.27945
-2.535981,11764,7710.546318
10.0,1,7710.581922
10.0,1,7710.615454
10.0,1,7710.649023
10.0,1,7710.682298
10.0,1,7710.715839
10.0,1,7710.753406
10.0,1,7710.78905
10.0,1,7710.82478
10.0,1,7710.856332
10.0,1,7710.888855
10.0,1,7710.924128
10.0,1,7710.956824
10.0,1,7710.988662
10.0,1,7711.020976
10.0,1,7711.055383
10.0,1,7711.088357
10.0,1,7711.118161
10.0,1,7711.150349
10.0,1,7711.18207
10.0,1,7711.213612
10.0,1,7711.248501
10.0,1,7711.279919
10.0,1,7711.31258
10.0,1,7711.344993
10.0,1,7711.377183
10.0,1,7711.411725
10.0,1,7711.444544
10.0,1,7711.476752
10.0,1,7711.512523
10.0,1,7711.546013
10.0,1,7711.580515
10.0,1,7711.61266
10.0,1,7711.644625
10.0,1,7711.67495
10.0,1,7711.706269
10.0,1,7711.740159
10.0,1,7711.772559
10.0,1,7711.80532
20.551026,2688,7767.375146
10.0,1,7767.412722
10.0,1,7767.447768
16.111119,7822,7925.747627
9.923337,1,7925.784281
10.206,2225,7970.153217
3.19265,5753,8085.139648
14.703572,4064,8167.811053
10.102487,1,8167.844791
10.0,1,8167.877356
10.0,1,8167.913006
5.501917,2282,8212.571159
10.0,1,8212.609199
2.620196,12142,8460.332744
9.800622,1,8460.363841
10.0,1,8460.396703
9.410732,7624,8612.843792
5.989883,2372,8660.042449
10.020842,1,8660.078303
20.149261,10656,8875.694122
-6.000702,10789,9091.614028
12.709974,1972,9131.884013
9.671317,1,9131.917267
3.923835,8895,9311.002355
8.569967,8250,9472.792883
9.913836,94,9474.67816
12.408362,3017,9534.743977
9.977632,1,9534.778716
1.445995,3013,9595.270284
10.0,1,9595.303166
9.995662,1,9595.334631
10.0,1,9595.369366
15.276604,5060,9696.188029
10.0,1,9696.222788
10.0,1,9696.255569
-1.230938,13404,9965.033228
10.0,1,9965.06866
10.0,1,9965.102301
10.0,1,9965.137263
10.0,1,9965.172882
10.0,1,9965.206671
10.0,1,9965.241529
10.0,1,9965.275656
10.0,1,9965.312712
10.0,1,9965.347994
9.951467,1,9965.38133
10.0,1,9965.414994
10.0,1,9965.44859
10.0,1,9965.480103
10.0,1,9965.514077
10.0,1,9965.548125
10.0,1,9965.581778
10.0,1,9965.618759
10.0,1,9965.651811
10.0,1,9965.687017
10.0,1,9965.720831
10.0,1,9965.753729
10.0,1,9965.790671
10.0,1,9965.824564
10.0,1,9965.860192
10.0,1,9965.89505
10.0,1,9965.929484
10.0,1,9965.963889
10.0,1,9965.999946
10.0,1,9966.033373
10.0,1,9966.065772
10.0,1,9966.098836
10.0,1,9966.133008
10.0,1,9966.165164
10.0,1,9966.204005
10.0,1,9966.240752
10.0,1,9966.273811
10.0,1,9966.309632
10.0,1,9966.341447
10.0,1,9966.379583
10.0,1,9966.415954
10.0,1,9966.451969
10.0,1,9966.485656
10.0,1,9966.516726
10.0,1,9966.555499
10.0,1,9966.587003
8.494101,14605,10264.491597
15.622956,973,10283.902853
10.0,1,10283.941538
10.0,1,10283.976232
9.919487,1,10284.012379
10.0,1,10284.045813
10.0,1,10284.08399
10.0,1,10284.118914
10.0,1,10284.151145
10.0,1,10284.182576
10.0,1,10284.215574
5.735578,1320,10311.252004
10.0,1,10311.286386
10.0,1,10311.321605
10.0,1,10311.354863
10.0,1,10311.388147
9.906141,1,10311.421124
10.0,1,10311.454608
10.0,1,10311.489561
10.0,1,10311.522981
18.713179,11543,10543.339881
10.0,1,10543.375803
10.0,1,10543.410203
10.0,1,10543.443723
10.0,1,10543.477614
8.33851,2102,10585.12668
10.0,1,10585.160115
10.0,1,10585.193546
10.0,1,10585.220833
10.0,1,10585.252325
10.0,1,10585.286799
10.0,1,10585.323168
10.0,1,10585.357715
10.0,1,10585.391943
10.0,1,10585.424061
10.0,1,10585.45972
10.0,1,10585.491557
10.0,1,10585.525091
10.0,1,10585.559732
-5.128008,6227,10712.300756
9.630334,1,10712.335249
10.0,1,10712.369858
10.0,1,10712.401437
10.0,1,10712.432417
10.0,1,10712.467257
10.0,1,10712.501473
10.0,1,10712.534268
10.0,1,10712.567262
10.0,1,10712.602358
10.0,1,10712.63389
10.0,1,10712.668381
10.0,1,10712.702294
10.0,1,10712.737264
10.0,1,10712.771734
10.0,1,10712.808843
10.0,1,10712.842501
10.0,1,10712.875391
10.0,1,10712.908881
10.0,1,10712.94202
10.0,1,10712.977552
10.0,1,10713.010472
10.0,1,10713.043793
10.0,1,10713.077099
10.0,1,10713.111362
10.0,1,10713.146573
10.0,1,10713.181659
10.0,1,10713.21332
10.0,1,10713.245256
10.0,1,10713.277418
10.0,1,10713.31178
10.0,1,10713.345679
10.0,1,10713.380297
10.0,1,10713.413142
10.0,1,10713.447115
10.0,1,10713.4825
10.0,1,10713.51347
10.0,1,10713.546734
10.0,1,10713.578269
10.0,1,10713.613795
10.0,1,10713.647805
10.0,1,10713.67998
10.0,1,10713.715574
10.0,1,10713.748345
10.0,1,10713.781367
10.0,1,10713.818105
10.0,1,10713.848238
10.0,1,10713.88032
10.0,1,10713.914106
10.0,1,10713.948801
10.0,1,10713.98141
10.0,1,10714.011695
10.0,1,10714.046529
10.0,1,10714.078718
10.0,1,10714.111354
10.0,1,10714.146867
10.0,1,10714.179243
10.0,1,10714.214134
10.0,1,10714.246124
10.0,1,10714.276846
10.0,1,10714.310512
10.0,1,10714.343677
21.819545,7904,10874.672571
10.0,1,10874.706955
9.716505,1,10874.738975
16.727043,2024,10915.595967
9.857964,1,10915.632458
10.0,1,10915.665697
11.035551,1278,10940.784457
9.653523,1,10940.817596
10.0,1,10940.847648
10.0,1,10940.880242
9.983854,614,10953.224745
10.0,1,10953.258197
10.0,1,10953.291184
9.741695,1,10953.324705
10.0,1,10953.358432
14.130257,10306,11162.015941
9.786458,1,11162.05043
19.299079,1975,11203.010841
10.0,1,11203.044181
10.0,1,11203.08163
10.0,1,11203.115984
7.360816,6182,11328.647205
10.299924,1,11328.682644
9.357306,477,11338.282937
10.111922,1,11338.317247
10.0,1,11338.351654
13.566534,791,11354.365579
9.921631,1,11354.399397
4.140836,46810,12297.125357
10.0,1,12297.159737
20.34876,7049,12440.798451
10.0,1,12440.831883
10.048638,1,12440.860215
10.0,1,12440.892914
9.615351,8454,12612.783456
10.0,1,12612.816797
10.0,1,12612.854279
10.0,1,12612.887272
10.0,1,12612.920115
10.0,1,12612.952221
10.200761,1,12612.985387
9.853359,73,12614.428977
12.129925,7793,12769.121977
10.0,1,12769.155391
11.257621,2463,12820.895144
14.22183,26788,13361.347178
10.0,1,13361.381072
10.0,1,13361.414312
7.178926,8006,13524.395555
10.0,1,13524.431471
-6.839622,9418,13713.589228
10.0,1,13713.625239
10.0,1,13713.659741
10.0,1,13713.694259
10.0,1,13713.727116
9.845747,866,13731.476273
10.385044,1,13731.510423
4.178885,7129,13873.059807
10.0534,1,13873.095849
10.0,1,13873.129327
10.0,1,13873.164085
7.106044,6810,14009.850831
1.774983,7779,14166.677191
9.818765,1,14166.710834
11.695898,1378,14194.99957
10.0,1,14195.034402
10.0,1,14195.067639
10.0,1,14195.100122
10.0,1,14195.134474
10.0,1,14195.172791
10.0,1,14195.210191
10.0,1,14195.245905
10.0,1,14195.280949
10.0,1,14195.31809
10.0,1,14195.352459
10.0,1,14195.388012
10.0,1,14195.425357
10.0,1,14195.458515
10.0,1,14195.490046
10.0,1,14195.525329
10.0,1,14195.558659
10.0,1,14195.592385
10.0,1,14195.625391
10.0,1,14195.660237
10.0,1,14195.697768
10.0,1,14195.732365
10.0,1,14195.767517
10.0,1,14195.803375
10.0,1,14195.838605
10.0,1,14195.87275
10.0,1,14195.908939
10.0,1,14195.941317
10.0,1,14195.97271
10.0,1,14196.004975
10.0,1,14196.038276
10.0,1,14196.070966
10.0,1,14196.102784
10.0,1,14196.13437
10.0,1,14196.166597
10.0,1,14196.203053
10.0,1,14196.235331
10.0,1,14196.267583
10.0,1,14196.300294
10.0,1,14196.332985
10.0,1,14196.368555
10.0,1,14196.401626
10.0,1,14196.43391
10.0,1,14196.46836
10.0,1,14196.50091
10.0,1,14196.534957
10.0,1,14196.569276
10.0,1,14196.60135
10.0,1,14196.633414
10.0,1,14196.667884
10.0,1,14196.702141
10.0,1,14196.735432
10.0,1,14196.771035
10.0,1,14196.80145
10.0,1,14196.835283
10.0,1,14196.867996
10.0,1,14196.899105
10.0,1,14196.930483
10.0,1,14196.961344
10.0,1,14196.992732
10.0,1,14197.027041
10.0,1,14197.059235
10.0,1,14197.092034
10.0,1,14197.125481
10.0,1,14197.158055
10.0,1,14197.192637
10.0,1,14197.224982
10.0,1,14197.259859
10.0,1,14197.294138
10.0,1,14197.328703
10.0,1,14197.36524
10.0,1,14197.399292
10.0,1,14197.432247
10.0,1,14197.462199
10.0,1,14197.493813
10.0,1,14197.53063
10.0,1,14197.563654
10.0,1,14197.595631
10.0,1,14197.627836
10.0,1,14197.658389
10.0,1,14197.692924
10.0,1,14197.72559
10.0,1,14197.758063
10.0,1,14197.790831
10.0,1,14197.823655
10.0,1,14197.858101
10.0,1,14197.890328
10.0,1,14197.922314
10.0,1,14197.954267
10.0,1,14197.986134
10.0,1,14198.020054
10.0,1,14198.051715
10.0,1,14198.083183
10.0,1,14198.115295
10.0,1,14198.148252
10.0,1,14198.182335
10.0,1,14198.214495
10.0,1,14198.246085
10.0,1,14198.277483
10.0,1,14198.31006
10.0,1,14198.3427
10.0,1,14198.374218
10.0,1,14198.404525
10.0,1,14198.434652
10.0,1,14198.465346
10.0,1,14198.499404
10.0,1,14198.530071
10.0,1,14198.56046
10.0,1,14198.589189
10.0,1,14198.619251
10.0,1,14198.650854
10.0,1,14198.685648
10.0,1,14198.718198
10.0,1,14198.751563
10.0,1,14198.784027
10.0,1,14198.818241
10.0,1,14198.848978
10.0,1,14198.88361
10.0,1,14198.916794
10.0,1,14198.94729
10.0,1,14198.979258
10.0,1,14199.011552
10.0,1,14199.042041
10.0,1,14199.070882
10.0,1,14199.102653
10.0,1,14199.133854
10.0,1,14199.165939
10.0,1,14199.200101
10.0,1,14199.23107
10.0,1,14199.262258
10.0,1,14199.296695
10.0,1,14199.328643
10.0,1,14199.360224
10.0,1,14199.392632
10.0,1,14199.425198
10.0,1,14199.459193
10.0,1,14199.491331
10.0,1,14199.522885
10.0,1,14199.555324
10.0,1,14199.586649
10.0,1,14199.620058
10.0,1,14199.651703
10.0,1,14199.683711
10.0,1,14199.713947
10.0,1,14199.744647
10.0,1,14199.777971
10.0,1,14199.811777
10.0,1,14199.845163
10.0,1,14199.874734
10.0,1,14199.907044
10.0,1,14199.940943
10.0,1,14199.972823
10.0,1,14200.003492
10.0,1,14200.033613
10.0,1,14200.064831
10.0,1,14200.098674
10.0,1,14200.131924
10.0,1,14200.163323
10.0,1,14200.195076
10.0,1,14200.227727
10.0,1,14200.261876
10.0,1,14200.294377
10.0,1,14200.326497
10.0,1,14200.359066
10.0,1,14200.392194
10.0,1,14200.426552
10.0,1,14200.459202
10.0,1,14200.491313
10.0,1,14200.523532
10.0,1,14200.55585
10.0,1,14200.59115
10.0,1,14200.623194
10.0,1,14200.655259
10.0,1,14200.687336
10.0,1,14200.720512
10.0,1,14200.75326
10.0,1,14200.785382
10.0,1,14200.817464
10.0,1,14200.84996
10.0,1,14200.880937
10.0,1,14200.915517
10.0,1,14200.951022
10.0,1,14200.983205
10.0,1,14201.01907
10.0,1,14201.052965
10.0,1,14201.085898
10.0,1,14201.116309
10.0,1,14201.147904
10.0,1,14201.179679
10.0,1,14201.212442
10.0,1,14201.244972
10.0,1,14201.275384
10.0,1,14201.307496
10.0,1,14201.339077
10.0,1,14201.371592
10.0,1,14201.405841
10.0,1,14201.438408
10.0,1,14201.470712
10.0,1,14201.502566
10.0,1,14201.535487
10.0,1,14201.568536
10.0,1,14201.604453
10.0,1,14201.640588
10.0,1,14201.671912
10.0,1,14201.708612
10.0,1,14201.744649
10.0,1,14201.778703
10.0,1,14201.808847
10.0,1,14201.842546
10.0,1,14201.874619
10.0,1,14201.90778
10.0,1,14201.940496
10.0,1,14201.973874
10.0,1,14202.003092
10.0,1,14202.035241
10.0,1,14202.069462
19.480502,19391,14589.36801
-8.862502,23518,15066.073859
10.0,1,15066.110074
10.0,1,15066.143956
10.0,1,15066.177405
9.809849,1,15066.210263
10.0,1,15066.243427
10.0,1,15066.278928
10.0,1,15066.312039
10.0,1,15066.345979
10.0,1,15066.379196
10.0,1,15066.412774
10.222078,1,15066.44783
10.0,1,15066.481129
10.0,1,15066.514541
10.0,1,15066.549281
10.0,1,15066.582398
10.0,1,15066.617663
10.0,1,15066.651065
10.0,1,15066.684313
10.0,1,15066.717769
10.0,1,15066.751289
9.553142,1,15066.786857
10.0,1,15066.823163
10.0,1,15066.853806
10.0,1,15066.886236
10.0,1,15066.919478
10.0,1,15066.95676
10.0,1,15066.986755
10.0,1,15067.018426
10.0,1,15067.055089
10.0,1,15067.091266
10.0,1,15067.129286
10.0,1,15067.161255
10.0,1,15067.193753
10.0,1,15067.228503
10.0,1,15067.2595
10.0,1,15067.291722
10.0,1,15067.32635
10.0,1,15067.357763
10.0,1,15067.388431
10.0,1,15067.424848
10.0,1,15067.456749
10.0,1,15067.488188
23.021562,17458,15422.54576
10.0,1,15422.575257
19.195445,18815,15800.557062
10.0,1,15800.591508
10.0,1,15800.625084
10.0,1,15800.6575
10.0,1,15800.690912
10.0,1,15800.725268
10.0,1,15800.759633
10.0,1,15800.795798
10.0,1,15800.827498
10.0,1,15800.860611
10.0,1,15800.897315
10.0,1,15800.928851
10.0,1,15800.96214
10.0,1,15800.995082
10.0,1,15801.028966
10.0,1,15801.064244
10.0,1,15801.097254
10.0,1,15801.131374
10.0,1,15801.164691
