# {"t_start": 1564156370.2864819, "env_id": null} 
r,l,t
10.0,1,21496.007285
10.0,1,21496.040942
10.0,1,21496.077322
10.0,1,21496.111193
10.0,1,21496.145492
10.0,1,21496.17888
10.0,1,21496.211031
10.0,1,21496.245547
10.0,1,21496.276951
10.0,1,21496.3076
10.0,1,21496.339071
10.0,1,21496.373068
10.0,1,21496.410604
10.0,1,21496.442197
10.0,1,21496.476214
10.0,1,21496.511191
10.0,1,21496.543737
10.0,1,21496.577727
10.0,1,21496.610159
10.0,1,21496.645064
10.0,1,21496.678396
10.0,1,21496.71436
10.0,1,21496.752177
10.0,1,21496.784153
10.0,1,21496.817145
10.0,1,21496.849765
10.0,1,21496.881641
10.0,1,21496.916017
10.0,1,21496.949337
10.0,1,21496.982338
10.0,1,21497.01529
10.0,1,21497.047697
10.0,1,21497.0835
10.0,1,21497.11636
10.0,1,21497.149109
10.0,1,21497.181828
10.0,1,21497.215755
10.0,1,21497.25335
10.0,1,21497.284751
10.0,1,21497.31964
10.0,1,21497.352032
10.0,1,21497.384233
10.0,1,21497.420514
10.0,1,21497.454074
10.0,1,21497.486389
10.0,1,21497.52117
10.0,1,21497.553362
10.0,1,21497.591473
10.0,1,21497.623657
10.0,1,21497.657601
10.0,1,21497.692359
10.0,1,21497.726417
10.0,1,21497.760214
10.0,1,21497.792916
10.0,1,21497.82934
10.0,1,21497.86474
10.0,1,21497.898178
10.0,1,21497.931249
10.0,1,21497.964274
10.0,1,21497.996284
10.0,1,21498.029522
10.0,1,21498.061576
10.0,1,21498.096214
10.0,1,21498.131876
10.0,1,21498.164351
10.0,1,21498.19598
10.0,1,21498.229816
10.0,1,21498.267993
10.0,1,21498.301538
10.0,1,21498.337776
10.0,1,21498.37057
10.0,1,21498.403097
10.0,1,21498.438244
10.0,1,21498.469993
10.0,1,21498.502782
10.0,1,21498.534844
10.0,1,21498.5674
10.0,1,21498.602045
10.0,1,21498.634115
10.0,1,21498.666588
10.0,1,21498.698609
10.0,1,21498.730849
10.0,1,21498.765328
10.0,1,21498.797502
10.0,1,21498.829568
10.0,1,21498.862251
10.0,1,21498.895834
10.0,1,21498.928088
10.0,1,21498.959086
10.0,1,21498.990884
10.0,1,21499.022034
10.0,1,21499.053932
10.0,1,21499.087395
10.0,1,21499.119397
10.0,1,21499.151288
9.345675,19100,21885.89077
10.0,1,21885.924384
1.733111,21963,22331.026009
10.0,1,22331.060042
11.535897,8054,22491.296796
10.0,1,22491.329913
9.853492,1,22491.358055
10.0,1,22491.390668
10.0,1,22491.424468
10.0,1,22491.458605
10.0,1,22491.491727
10.0,1,22491.524741
10.0,1,22491.558041
12.210904,1447,22520.625077
10.166882,1,22520.658533
9.83242,86,22522.362996
10.0,1,22522.39676
10.0,1,22522.430997
10.0,1,22522.465159
10.0,1,22522.498574
10.0,1,22522.531749
10.0,1,22522.569413
10.0,1,22522.604034
10.0,1,22522.636731
10.0,1,22522.667288
10.0,1,22522.699696
10.0,1,22522.732967
10.0,1,22522.767952
10.0,1,22522.801664
10.0,1,22522.833556
10.0,1,22522.866805
10.0,1,22522.90128
10.0,1,22522.933989
10.0,1,22522.964932
10.0,1,22522.996163
10.0,1,22523.029373
10.0,1,22523.060945
10.0,1,22523.095218
10.0,1,22523.126841
10.0,1,22523.158833
10.0,1,22523.190384
10.0,1,22523.222416
10.0,1,22523.256188
10.0,1,22523.288033
10.0,1,22523.319899
10.0,1,22523.351506
10.0,1,22523.383409
10.0,1,22523.417406
10.0,1,22523.449147
10.0,1,22523.481029
10.0,1,22523.512504
10.0,1,22523.544882
10.0,1,22523.577799
10.0,1,22523.609584
10.0,1,22523.641029
10.0,1,22523.673361
10.0,1,22523.705434
10.0,1,22523.739582
10.0,1,22523.771426
10.0,1,22523.803289
10.0,1,22523.83549
10.0,1,22523.867788
10.0,1,22523.901662
10.0,1,22523.933802
10.0,1,22523.966167
10.0,1,22523.998538
10.0,1,22524.030921
10.0,1,22524.06439
10.0,1,22524.096274
10.0,1,22524.128232
10.0,1,22524.159938
10.0,1,22524.19212
10.0,1,22524.22621
10.0,1,22524.257914
10.0,1,22524.290358
10.0,1,22524.322371
10.0,1,22524.354499
10.0,1,22524.388886
10.0,1,22524.420754
10.0,1,22524.453326
10.0,1,22524.485163
10.0,1,22524.517524
10.0,1,22524.551935
10.0,1,22524.584157
10.0,1,22524.615934
10.0,1,22524.647941
10.0,1,22524.679945
10.0,1,22524.714143
10.0,1,22524.747207
10.0,1,22524.779368
10.0,1,22524.812628
10.0,1,22524.845086
10.0,1,22524.879339
10.0,1,22524.912027
10.0,1,22524.946824
10.0,1,22524.980249
10.0,1,22525.012573
10.0,1,22525.047774
10.0,1,22525.079779
10.0,1,22525.111366
10.0,1,22525.143517
10.0,1,22525.175927
10.0,1,22525.209435
10.0,1,22525.241331
10.0,1,22525.273217
10.0,1,22525.305778
10.0,1,22525.338953
10.0,1,22525.37373
10.0,1,22525.406409
10.0,1,22525.439806
10.0,1,22525.47218
10.0,1,22525.503557
10.0,1,22525.537217
10.0,1,22525.570089
10.0,1,22525.60134
10.0,1,22525.636026
10.0,1,22525.669351
10.0,1,22525.703376
10.0,1,22525.737382
10.0,1,22525.76996
10.0,1,22525.80232
10.0,1,22525.8319
10.0,1,22525.866789
10.0,1,22525.898596
10.0,1,22525.92996
10.0,1,22525.963259
10.0,1,22525.995947
10.0,1,22526.031332
10.0,1,22526.063612
10.0,1,22526.096096
10.0,1,22526.128026
10.0,1,22526.160317
10.0,1,22526.194121
10.0,1,22526.225975
10.0,1,22526.257962
10.0,1,22526.290228
10.0,1,22526.32227
10.0,1,22526.35655
10.0,1,22526.388743
10.179751,1,22526.421026
10.0,1,22526.453487
2.20351,2981,22586.063901
10.0,1,22586.099679
11.901239,339,22592.758497
10.0,1,22592.792565
10.0,1,22592.825974
2.174953,20276,23002.457284
3.609246,4409,23092.465058
10.0,1,23092.498255
23.358341,11879,23334.059546
20.938477,20187,23741.109749
10.0,1,23741.14177
10.229563,1,23741.176787
10.0,1,23741.209601
5.984708,786,23756.822744
9.868516,1,23756.857415
10.0,1,23756.892486
8.990442,2469,23806.187505
10.0,1,23806.220028
10.096047,1,23806.25755
1.997116,7939,23970.340292
10.0,1,23970.374213
10.141179,1,23970.407178
10.0,1,23970.440473
13.538246,2031,24011.497614
10.0,1,24011.531091
23.170093,15777,24328.493206
10.0,1,24328.527745
10.0,1,24328.564213
10.0,1,24328.600346
10.0,1,24328.634611
10.0,1,24328.668006
10.0,1,24328.70004
10.0,1,24328.732892
10.0,1,24328.766419
10.0,1,24328.803145
10.0,1,24328.836301
10.0,1,24328.868722
10.0,1,24328.901628
10.0,1,24328.934374
10.0,1,24328.969544
10.0,1,24329.001832
10.0,1,24329.034308
10.0,1,24329.068196
10.0,1,24329.102786
10.0,1,24329.138141
10.0,1,24329.172349
10.0,1,24329.205287
10.0,1,24329.238595
10.0,1,24329.271892
10.0,1,24329.305676
10.0,1,24329.337607
10.0,1,24329.369518
10.0,1,24329.404485
10.0,1,24329.436324
10.0,1,24329.470135
10.0,1,24329.502126
10.0,1,24329.537963
10.0,1,24329.569351
10.0,1,24329.599694
10.0,1,24329.631368
10.0,1,24329.665674
10.0,1,24329.697076
10.0,1,24329.728702
10.0,1,24329.759662
10.0,1,24329.793396
10.0,1,24329.82332
10.0,1,24329.855915
10.0,1,24329.888191
10.0,1,24329.920003
10.0,1,24329.954446
10.0,1,24329.987124
10.0,1,24330.019626
10.0,1,24330.053068
10.0,1,24330.085481
10.0,1,24330.11911
10.0,1,24330.151481
10.0,1,24330.183998
10.0,1,24330.216283
10.0,1,24330.248577
10.0,1,24330.283958
10.0,1,24330.316676
10.0,1,24330.349272
10.0,1,24330.382668
10.0,1,24330.416089
10.0,1,24330.451491
9.713529,1,24330.481886
10.0,1,24330.513803
10.0,1,24330.547956
10.0,1,24330.579274
10.0,1,24330.614864
10.0,1,24330.64528
10.0,1,24330.678627
10.0,1,24330.713181
10.0,1,24330.748884
10.0,1,24330.782583
10.0,1,24330.815351
10.0,1,24330.846372
10.0,1,24330.878355
10.0,1,24330.910651
3.615618,4339,24418.101524
10.0,1,24418.134934
10.0,1,24418.17009
10.197346,1,24418.203935
10.0,1,24418.237498
20.667408,6634,24551.815202
5.340257,18058,24913.814088
10.04995,1,24913.850581
10.018075,187,24917.526346
10.0,1,24917.559073
10.0,1,24917.594165
10.0,1,24917.632931
10.0,1,24917.664444
10.0,1,24917.696086
10.0,1,24917.728461
10.0,1,24917.762798
10.0,1,24917.800214
10.0,1,24917.832016
10.0,1,24917.865268
10.0,1,24917.897979
10.0,1,24917.933225
10.0,1,24917.967454
10.0,1,24918.003017
10.0,1,24918.035341
10.0,1,24918.071403
10.0,1,24918.103685
10.0,1,24918.136228
10.0,1,24918.168668
9.926707,1,24918.200208
10.0,1,24918.232097
10.0,1,24918.265331
10.0,1,24918.299694
10.0,1,24918.331035
10.0,1,24918.36199
10.0,1,24918.39449
10.0,1,24918.432161
10.0,1,24918.469844
10.0,1,24918.503584
10.0,1,24918.535235
10.0,1,24918.567325
10.0,1,24918.598229
10.0,1,24918.631941
10.0,1,24918.663083
10.0,1,24918.69353
10.0,1,24918.725557
10.0,1,24918.756978
10.0,1,24918.790197
10.0,1,24918.820983
10.0,1,24918.857357
10.0,1,24918.889208
10.0,1,24918.921221
6.298777,33859,25602.301135
10.10335,1,25602.335453
10.0,1,25602.371251
10.0,1,25602.408533
10.0,1,25602.444276
16.596522,6597,25735.555994
10.0,1,25735.593492
9.766129,1,25735.6261
6.9574,5812,25853.135538
10.0,1,25853.168982
10.0,1,25853.202119
15.376624,2441,25901.436023
10.135735,1,25901.469859
10.0,1,25901.507367
10.0,1,25901.540712
10.0,1,25901.574861
0.681506,12185,26147.002371
12.774098,6661,26281.924795
10.0,1,26281.957782
10.0,1,26281.990743
10.0,1,26282.028872
10.0,1,26282.063427
10.0,1,26282.099288
10.0,1,26282.131647
10.0,1,26282.166736
10.0,1,26282.201411
10.0,1,26282.237489
10.0,1,26282.27132
10.0,1,26282.307894
10.0,1,26282.3385
